"db_id","article_id","resource_name","access","available","unavailable_message","available_update_date","notes","article_year","citations","status","debut_yr","total_articles","total_citations","article_status"
"MBDC1412",2047,"GlycomeDB","www.glycome-db.org","yes","not_applicable","2011","not_applicable",2011,51,"yes",2011,1,51,"debut"
"MBDC1413",2184,"HIT: Herb Ingredients Targets","http://lifecenter.sgst.cn/hit/","yes","not_applicable","unknown","not_applicable",2011,55,"yes",2011,1,55,"debut"
"MBDC1414",3096,"HGD: Hymenoptera Genome Database","http://HymenopteraGenome.org","yes","not_applicable","unknown","not_applicable",2016,2,"yes",2011,2,104,"update"
"MBDC1415",2158,"IGDD: Indian Genetic Disease Database","http://www.igdd.iicb.res.in","yes","not_applicable","unknown","not_applicable",2011,10,"yes",2011,1,10,"debut"
"MBDC1416",2204,"IGRhCellID: Integrated Genomic Resources of human Cell lines for Identification","http://igrcid.ibms.sinica.edu.tw","yes","not_applicable","2010","Other; integrates 7 common authentic tools from public domains and profiles of genomic alterations from our laboratory of common human cell lines to reduce or eradicate long standing concerns of cell misidentification",2011,2,"yes",2011,1,2,"debut"
"MBDC1417",2078,"IsoBase","http://isobase.csail.mit.edu/","yes","not_applicable","2014","not_applicable",2011,40,"yes",2011,1,40,"debut"
"MBDC1418",2050,"KaPPA-View4","http://kpv.kazusa.or.jp/kpv4/","yes","not_applicable","2013","Service Status; June 19, 2013 KaPPA-View service is resumed on a temporal web site.",2011,30,"yes",2011,1,30,"debut"
"MBDC1419",2672,"Laminin Database","http://www.lm.lncc.br/","yes","not_applicable","unknown","not_applicable",2014,2,"yes",2011,2,4,"update"
"MBDC1420",2115,"LncRNAdb","http://www.lncrnadb.org","yes","not_applicable","2015","not_applicable",2011,261,"yes",2011,2,334,"debut"
"MBDC1421",2146,"LSD: Leaf Senescence Database","http://www.eplantsenescence.org/","no","unrelated site redirect","not_applicable","not_applicable",2011,32,"no",2011,2,43,"debut"
"MBDC1422",2128,"MicrosporidiaDB","http://MicrosporidiaDB.Org","yes","not_applicable","2017","not_applicable",2011,15,"yes",2011,1,15,"debut"
"MBDC1423",3109,"miRTarBase","http://miRTarBase.mbc.nctu.edu.tw/","yes","not_applicable","2015","not_applicable",2016,22,"yes",2011,3,701,"update"
"MBDC1424",2541,"NCBI Epigenomics","www.ncbi.nlm.nih.gov/epigenomics","yes","not_applicable","2016","Service Status; Access - Transfer/Redirect; The Epigenomics database, a public repository that archived genome-wide maps of DNA and histone modifications, was retired on June 1, 2016. All epigenomics data are available in our GEO resource.",2013,10,"yes",2011,2,40,"update"
"MBDC1425",2472,"Non-B DB","http://nonb.abcc.ncifcrf.gov","no","can't be reached","not_applicable","not_applicable",2013,24,"no",2011,2,55,"update"
"MBDC1426",2781,"OMA: Orthologous Matrix","http://omabrowser.org","yes","not_applicable","2016","not_applicable",2015,31,"yes",2011,2,146,"update"
"MBDC1427",2024,"P2CS: Prokaryotic 2-Component Systems","http://www.p2cs.org","yes","not_applicable","unknown","Examples dates; example of auto update ""date"" code in footer",2011,30,"yes",2011,2,39,"debut"
"MBDC1428",2042,"Pathway Commons","http://www.pathwaycommons.org","yes","not_applicable","unknown","not_applicable",2011,322,"yes",2011,1,322,"debut"
"MBDC1429",2104,"PCDB: Protein Conformational diversity Database","http://www.pcdb.unq.edu.ar","no","can't be reached","not_applicable","not_applicable",2011,13,"no",2011,1,13,"debut"
"MBDC1430",2094,"PCDDB: Protein Circular Dichroism Data Bank","http://pcddb.cryst.bbk.ac.uk","yes","not_applicable","2017","not_applicable",2011,37,"yes",2011,1,37,"debut"
"MBDC1431",2068,"PCRPi-DB: Presaging Critical Residues in Protein Interfaces Database","http://www.bioinsilico.org/PCRPIDB","yes","not_applicable","2016","not_applicable",2011,7,"yes",2011,1,7,"debut"
"MBDC1432",2157,"PhEVER","http://pbil.univ-lyon1.fr/databases/phever","no","not found","not_applicable","not_applicable",2011,2,"no",2011,1,2,"debut"
"MBDC1433",2035,"PHOSIDA","http://www.phosida.com","yes","not_applicable","unknown","not_applicable",2011,184,"yes",2011,1,184,"debut"
"MBDC1434",2039,"PolyQ","http://pxgrid.med.monash.edu.au/polyq","no","can't be reached","not_applicable","not_applicable",2011,15,"no",2011,1,15,"debut"
"MBDC1435",2075,"PREX: PeroxiRedoxin classification indEX","http://www.csb.wfu.edu/prex/","yes","not_applicable","unknown","not_applicable",2011,41,"yes",2011,1,41,"debut"
"MBDC1436",2182,"PRIDB: Protein-RNA Interface DataBase","http://bindr.gdcb.iastate.edu/PRIDB","yes","not_applicable","2013","Access - Failure Notes; Service Status; Honest; CAUTION!!! PRIDB IS CURRENTLY UNDER MAINTENANCE. OUTPUT REGARDING INTERFACIAL RESIDUES SHOULD NOT BE CONSIDERED RELIABLE.",2011,44,"yes",2011,1,44,"debut"
"MBDC1437",2074,"PROMISCUOUS","http://bioinformatics.charite.de/promiscuous","no","not found","not_applicable","not_applicable",2011,99,"no",2011,1,99,"debut"
"MBDC1438",2110,"ProtCID: Protein Common Interface Database","http://dunbrack2.fccc.edu/protcid","yes","not_applicable","2016","not_applicable",2011,38,"yes",2011,1,38,"debut"
"MBDC1439",2118,"PSSRdb: Polymorphic Simple Sequence Repeats database","http://www.cdfd.org.in/PSSRdb/","yes","not_applicable","unknown","not_applicable",2011,6,"yes",2011,1,6,"debut"
"MBDC1440",2059,"RBPDB: RNA-Binding Protein DataBase","http://rbpdb.ccbr.utoronto.ca","yes","not_applicable","2012","not_applicable",2011,117,"yes",2011,1,117,"debut"
"MBDC1441",2201,"REPAIRtoire","http://repairtoire.genesilico.pl/","yes","not_applicable","unknown","not_applicable",2011,18,"yes",2011,1,18,"debut"
"MBDC1442",2044,"RepTar","http://reptar.ekmd.huji.ac.il","yes","not_applicable","2010","not_applicable",2011,26,"yes",2011,1,26,"debut"
"MBDC1443",2525,"RiceXPro","http://ricexpro.dna.affrc.go.jp/","yes","not_applicable","unknown","not_applicable",2013,64,"yes",2011,2,169,"update"
"MBDC1444",2119,"RIKEN Mammals","http://scinets.org/db/mammal","no","can't be reached","not_applicable","not_applicable",2011,15,"no",2011,1,15,"debut"
"MBDC1445",2166,"SAHG: Structure Atlas of Human Genome ","http://bird.cbrc.jp/sahg","yes","not_applicable","2010","not_applicable",2011,7,"yes",2011,1,7,"debut"
"MBDC1446",2150,"SPIKE: Signaling Pathways Integrated Knowledge Engine","http://www.cs.tau.ac.il/spike/","no","not found","not_applicable","not_applicable",2011,32,"no",2011,1,32,"debut"
"MBDC1447",2160,"StarBase","http://starbase.sysu.edu.cn/","yes","not_applicable","2013","not_applicable",2011,249,"yes",2011,2,464,"debut"
"MBDC1449",2130,"ThYme: Thioester-active enzYme","http://www.enzyme.cbirc.iastate.edu","yes","not_applicable","unknown","not_applicable",2011,27,"yes",2011,1,27,"debut"
"MBDC1450",2025,"TIARA: Total Integrated Archive of Short-Read and Array ","http://tiara.gmi.ac.kr","yes","not_applicable","2012","not_applicable",2011,12,"yes",2011,1,12,"debut"
"MBDC1451",2103,"TMPad: TransMembrane Protein Helix-Packing Database","http://bio-cluster.iis.sinica.edu.tw/TMPad","yes","not_applicable","2016","not_applicable",2011,14,"yes",2011,1,14,"debut"
"MBDC1452",2919,"UCSC Cancer Genomics Browser","https://genome-cancer.ucsc.edu/","no","discontinued notice","not_applicable","not_applicable",2015,23,"no",2011,3,121,"update"
"MBDC1453",2912,"Europe PMC","http://europepmc.org","yes","not_applicable","2017","not_applicable",2015,7,"yes",2015,1,7,"debut"
"MBDC1454",2032,"YPA: Yeast Promoter Atlas","http://ypa.ee.ncku.edu.tw/","no","can't be reached","not_applicable","not_applicable",2011,21,"no",2011,1,21,"debut"
"MBDC1455",2124,"MESAdb: MicroRNA Expression and Sequence Analysis database","http://konulab.fen.bilkent.edu.tr/mirna/","yes","not_applicable","unknown","not_applicable",2011,15,"yes",2011,1,15,"debut"
"MBDC1456",2021,"NCBI SRA: Sequence Read Archive","http://www.ncbi.nlm.nih.gov/Traces/sra","yes","not_applicable","2017","Other; alt good/fail  http://www.ebi.ac.uk/ena; http://www.ddbj.nig.ac.jp/sub/trace_sra-e.html",2010,67,"yes",2010,3,443,"debut"
"MBDC1457",2389,"NCBI BioProject","http://www.ncbi.nlm.nih.gov/bioproject","yes","not_applicable","unknown","not_applicable",2012,34,"yes",2012,1,34,"debut"
"MBDC1458",2241,"EMBL-EBI BioSD: BioSample Database ","http://www.ebi.ac.uk/biosamples","yes","not_applicable","unknown","not_applicable",2012,29,"yes",2012,2,33,"debut"
"MBDC1459",2330,"NeXtProt","http://www.nextprot.org/","yes","not_applicable","2016","not_applicable",2012,86,"yes",2012,2,119,"debut"
"MBDC1460",2233,"AnimalTFDB: Animal Transcription Factor Database","http://www.bioguo.org/AnimalTFDB/","yes","not_applicable","2014","not_applicable",2012,83,"yes",2012,2,92,"debut"
"MBDC1461",2213,"ScerTF","http://ural.wustl.edu/ScerTF","no","not found","not_applicable","not_applicable",2012,27,"no",2012,1,27,"debut"
"MBDC1462",2268,"YeTFaSCo: Yeast Transcription Factor Specificity Compendium","http://yetfasco.ccbr.utoronto.ca/","yes","not_applicable","2012","not_applicable",2012,30,"yes",2012,1,30,"debut"
"MBDC1463",2797,"doRiNA","http://dorina.mdc-Berlin.de","yes","not_applicable","2014","not_applicable",2015,13,"yes",2012,2,97,"update"
"MBDC1464",2314,"mirEX","http://bioinfo.amu.edu.pl/mirex","no","can't be reached","not_applicable","not_applicable",2012,16,"no",2012,1,16,"debut"
"MBDC1465",2610,"miRNEST","http://mirnest.amu.edu.pl","yes","not_applicable","unknown","not_applicable",2014,5,"yes",2012,2,28,"update"
"MBDC1466",2250,"NAPP: Nucleic Acid Phylogenetic Profiling","http://napp.u-psud.fr/ ","yes","not_applicable","2011","not_applicable",2012,7,"yes",2012,1,7,"debut"
"MBDC1467",2231,"VIRsiRNAdb","http://crdd.osdd.net/servers/virsirnadb","yes","not_applicable","unknown","not_applicable",2012,18,"yes",2012,1,18,"debut"
"MBDC1468",2361,"CharProtDB: Characterized Protein Database","http://www.jcvi.org/charprotdb/","yes","not_applicable","unknown","not_applicable",2012,17,"yes",2012,1,17,"debut"
"MBDC1469",2843,"PSP: PhosphoSitePlus","http://www.phosphosite.org/","no","service unavailable","not_applicable","Access - Failure Notes; Service Status; Proxy Error",2015,122,"no",2012,2,755,"update"
"MBDC1470",2979,"BDB: Biopanning Data Bank","http://immunet.cn/bdb","yes","not_applicable","2016","Naming; Interface; Formerly known as MimoDB… style is exactly PDB",2016,3,"yes",2012,2,45,"update"
"MBDC1471",2238,"SitEx","http://www-bionet.sscc.ru/sitex/","yes","not_applicable","unknown","not_applicable",2012,2,"yes",2012,1,2,"debut"
"MBDC1472",2344,"BYKdb: Bacterial protein tYrosine Kinase database ","http://bykdb.ibcp.fr","yes","not_applicable","2016","not_applicable",2012,14,"yes",2012,1,14,"debut"
"MBDC1473",2384,"ConoServer","http://www.conoserver.org","yes","not_applicable","2015","not_applicable",2012,87,"yes",2012,1,87,"debut"
"MBDC1474",2272,"Death Domain Database","http://www.deathdomain.org/","yes","not_applicable","2012","not_applicable",2012,14,"yes",2012,1,14,"debut"
"MBDC1475",2362,"HIstome","http://www.iiserpune.ac.in/~coee/histome/","yes","not_applicable","2011","Naming; H is italicized",2012,40,"yes",2012,1,40,"debut"
"MBDC1476",2891,"TopFIND","http://clipserve.clip.ubc.ca/topfind","yes","not_applicable","2015","not_applicable",2015,15,"yes",2012,2,42,"update"
"MBDC1477",2226,"MIPModDB","http://bioinfo.iitk.ac.in/MIPModDB","yes","not_applicable","unknown","not_applicable",2012,15,"yes",2012,1,15,"debut"
"MBDC1478",2373,"OPM: Orientations of Proteins in Membranes","http://opm.phar.umich.edu/server.php","yes","not_applicable","unknown","not_applicable",2012,137,"yes",2012,1,137,"debut"
"MBDC1479",2230,"Polbase","http://polbase.neb.com","yes","not_applicable","2016","not_applicable",2012,6,"yes",2012,1,6,"debut"
"MBDC1480",2280,"ProGlycProt","http://www.proglycprot.org/","yes","not_applicable","2012","Examples dates; Good one to check update data vs. ""A general data update policy is once in three months. Existing entries are updated in real-time.""",2012,11,"yes",2012,1,11,"debut"
"MBDC1481",2293,"ProRepeat","http://prorepeat.bioinformatics.nl/","no","service unavailable","not_applicable","not_applicable",2012,7,"no",2012,1,7,"debut"
"MBDC1482",2319,"BitterDB","http://bitterdb.agri.huji.ac.il/bitterdb/","yes","not_applicable","2013","not_applicable",2012,49,"yes",2012,1,49,"debut"
"MBDC1483",2311,"COD: Crystallography Open Database","http://www.crystallography.net","yes","not_applicable","2016","not_applicable",2012,88,"yes",2012,1,88,"debut"
"MBDC1484",2401,"SCRIPDB: Syntheses Chemicals and Reactions In Patents Database ","http://dcv.uhnres.utoronto.ca/SCRIPDB","yes","not_applicable","unknown","not_applicable",2012,5,"yes",2012,1,5,"debut"
"MBDC1485",2335,"MINAS: Metal Ions in Nucleic AcidS","http://www.minas.uzh.ch","yes","not_applicable","unknown","not_applicable",2012,17,"yes",2012,1,17,"debut"
"MBDC1486",2302,"RNA CoSSMos: Characterization of Secondary Structure Motifs","http://cossmos.slu.edu","yes","not_applicable","unknown","not_applicable",2012,19,"yes",2012,1,19,"debut"
"MBDC1487",2393,"PDBj: Protein Data Bank Japan","http://pdbj.org","yes","not_applicable","2017","not_applicable",2012,58,"yes",2012,1,58,"debut"
"MBDC1488",2342,"AH-DB: Apo–Holo DataBase","http://ahdb.ee.ncku.edu.tw/","yes","not_applicable","2013","not_applicable",2012,7,"yes",2012,1,7,"debut"
"MBDC1489",2375,"CAPS-DB","http://www.bioinsilico.org/CAPSDB","yes","not_applicable","2014","not_applicable",2012,2,"yes",2012,1,2,"debut"
"MBDC1490",2395,"ccPDB: Compilation and Creation of datasets from PDB","http://crdd.osdd.net/raghava/ccpdb/","yes","not_applicable","2015","not_applicable",2012,11,"yes",2012,1,11,"debut"
"MBDC1491",2222,"Cube-DB","http://epsf.bmad.bii.a-star.edu.sg/cube/db/html/home.html","yes","not_applicable","unknown","not_applicable",2012,3,"yes",2012,1,3,"debut"
"MBDC1492",2246,"DARC site: Database of Aligned Ribosomal Complexes","http://darcsite.genzentrum.lmu.de/darc/","yes","not_applicable","unknown","not_applicable",2012,4,"yes",2012,1,4,"debut"
"MBDC1493",2307,"DOMMINO: Database of Macromolecular Interactions","http://dommino.org","no","can't be reached","not_applicable","not_applicable",2012,10,"no",2012,1,10,"debut"
"MBDC1494",2313,"IDEAL: Intrinsically Disordered proteins with Extensive Annotations and Literature","http://www.ideal.force.cs.is.nagoya-u.ac.jp/IDEAL/","yes","not_applicable","2016","not_applicable",2012,33,"yes",2012,2,46,"debut"
"MBDC1495",2273,"IndelFR: Insertion/deletion Flanking Region Database","http://indel.bioinfo.sdu.edu.cn","no","can't be reached","not_applicable","not_applicable",2012,9,"no",2012,1,9,"debut"
"MBDC1496",2391,"NRG-CING: NMR Restraints Grid - Common Interface for NMR structure Generation","http://nmr.cmbi.ru.nl/","no","can't be reached","not_applicable","Access - Failure Notes; NOTE: Currently, NRG-CING and CING are being moved from Nijmegen to Leicester. There will be a disruption to normal services. You can use a local copy of icing using the link below. - did not work",2012,24,"no",2012,1,24,"debut"
"MBDC1497",2225,"STAP: Statistical Torsion Angle Potential","http://psb.kobic.re.kr/STAP/refinement","yes","not_applicable","unknown","not_applicable",2012,17,"yes",2012,1,17,"debut"
"MBDC1498",2385,"Pocketome","www.pocketome.org","yes","not_applicable","2016","not_applicable",2012,46,"yes",2012,1,46,"debut"
"MBDC1499",2799,"PoSSuM: Pocket Similarity Search using Multiple-sketches","http://possum.cbrc.jp/PoSSuM/","yes","not_applicable","2014","not_applicable",2015,4,"yes",2012,2,24,"update"
"MBDC1500",2228,"ProtChemSI: Protein Chemical Structural Interactions","http://pcidb.russelllab.org","yes","not_applicable","unknown","not_applicable",2012,10,"yes",2012,1,10,"debut"
"MBDC1501",2237,"PSCDB: Protein Structural Change DataBase ","http://idp1.force.cs.is.nagoya-u.ac.jp/pscdb/","yes","not_applicable","unknown","not_applicable",2012,17,"yes",2012,1,17,"debut"
"MBDC1502",2289,"EMBL-EBI MIRIAM: Minimum Information Required in the Annotation of Models Registry","http://www.ebi.ac.uk/miriam","yes","not_applicable","2016","not_applicable",2012,36,"yes",2012,1,36,"debut"
"MBDC1503",2301,"LANL HFV/Ebola Database","http://hfv.lanl.gov","yes","not_applicable","2015","not_applicable",2012,5,"yes",2012,1,5,"debut"
"MBDC1504",2377,"BuG@Sbase: Bacterial Microarray Group at St George's Database","http://bugs.sgul.ac.uk/bugsbase/","yes","not_applicable","unknown","not_applicable",2012,1,"yes",2012,1,1,"debut"
"MBDC1505",2386,"DBETH: Database for Bacterial ExoToxin","http://www.hpppi.iicb.res.in/btox/","yes","not_applicable","unknown","not_applicable",2012,16,"yes",2012,1,16,"debut"
"MBDC1506",2260,"ICEberg: Integrative and Conjugative Elements","http://db-mml.sjtu.edu.cn/ICEberg/","yes","not_applicable","unknown","not_applicable",2012,49,"yes",2012,1,49,"debut"
"MBDC1507",2400,"ProOpDB: PROkaryotic OPeron DataBase","http://operons.ibt.unam.mx/OperonPredictor","yes","not_applicable","unknown","not_applicable",2012,50,"yes",2012,1,50,"debut"
"MBDC1508",2396,"ProPortal","http://proportal.mit.edu/","yes","not_applicable","2014","Service Status; Attention! This site is no longer being actively developed.",2012,16,"yes",2012,1,16,"debut"
"MBDC1509",2259,"FungiDB","http://FungiDB.org","yes","not_applicable","2016","Provenance; same family (but different from) http://eupathdb.org/",2012,50,"yes",2012,1,50,"debut"
"MBDC1510",2328,"PhenoM","http://phenom.ccbr.utoronto.ca/","yes","not_applicable","2011","not_applicable",2012,7,"yes",2012,1,7,"debut"
"MBDC1511",2306,"PomBase","www.pombase.org","yes","not_applicable","2016","not_applicable",2012,121,"yes",2012,2,134,"debut"
"MBDC1512",2842,"EMBL-EBI Rhea","http://www.ebi.ac.uk/rhea","yes","not_applicable","2017","not_applicable",2015,9,"yes",2012,2,41,"update"
"MBDC1513",2209,"UniPathway","http://www.unipathway.org","no","can't be reached","not_applicable","not_applicable",2012,42,"no",2012,1,42,"debut"
"MBDC1514",2285,"Equilibrator","http://equilibrator.weizmann.ac.il","yes","not_applicable","unknown","not_applicable",2012,69,"yes",2012,1,69,"debut"
"MBDC1515",2969,"FunTree","http://www.funtree.info","yes","not_applicable","unknown","not_applicable",2016,0,"yes",2012,2,18,"update"
"MBDC1516",2380,"SABIO-RK","http://sabio.h-its.org/","yes","not_applicable","2017","not_applicable",2012,63,"yes",2012,1,63,"debut"
"MBDC1517",2642,"Selectome","http://selectome.unil.ch/","yes","not_applicable","2017","not_applicable",2014,14,"yes",2009,2,38,"update"
"MBDC1518",2267,"iPAVS: Integrated Pathway Resources, Analysis and Visualization System ","http://ipavs.cidms.org","yes","not_applicable","2015","not_applicable",2012,10,"yes",2012,1,10,"debut"
"MBDC1519",2325,"MMMDB: Mouse Multiple tissue Metabolome Database","http://mmmdb.iab.keio.ac.jp","yes","not_applicable","2011","not_applicable",2012,15,"yes",2012,1,15,"debut"
"MBDC1520",2370,"YMDB","http://www.ymdb.ca","yes","not_applicable","unknown","not_applicable",2012,58,"yes",2012,1,58,"debut"
"MBDC1521",2707,"FunCoup: Functional Coupling","http://FunCoup.sbc.su.se","yes","not_applicable","2014","not_applicable",2014,38,"yes",2012,2,64,"update"
"MBDC1522",2309,"HotRegion","http://prism.ccbb.ku.edu.tr/hotregion","yes","not_applicable","unknown","not_applicable",2012,30,"yes",2008,2,111,"update"
"MBDC1523",2287,"InterEvol database","http://biodev.cea.fr/interevol/","no","not found","not_applicable","not_applicable",2012,15,"no",2012,1,15,"debut"
"MBDC1524",2249,"PINA: Protein Interaction Network Analysis","http://cbg.garvan.unsw.edu.au/pina/","yes","not_applicable","unknown","not_applicable",2012,98,"yes",2012,1,98,"debut"
"MBDC1525",2363,"PN: Predictive Networks","http://predictivenetworks.org","no","unrelated site redirect","not_applicable","not_applicable",2012,20,"no",2012,1,20,"debut"
"MBDC1526",2364,"Newt-omics","http://newt-omics.mpi-bn.mpg.de","yes","not_applicable","unknown","not_applicable",2012,13,"yes",2012,1,13,"debut"
"MBDC1527",2265,"OGEE: Online GEne Essentiality database","http://ogeedb.embl.de","yes","not_applicable","unknown","not_applicable",2012,62,"yes",2012,1,62,"debut"
"MBDC1528",2358,"zfishbook","http://zfishbook.org","yes","not_applicable","unknown","not_applicable",2012,10,"yes",2012,1,10,"debut"
"MBDC1529",2300,"HaploReg","http://compbio.mit.edu/HaploReg","yes","not_applicable","2015","not_applicable",2012,536,"yes",2012,2,551,"debut"
"MBDC1530",2776,"Disease Ontology","http://www.disease-ontology.org","yes","not_applicable","2016","not_applicable",2015,46,"yes",2012,2,215,"update"
"MBDC1531",2661,"canSAR","http://cansar.icr.ac.uk","yes","not_applicable","unknown","not_applicable",2014,30,"yes",2012,3,69,"update"
"MBDC1532",2387,"COLT-Cancer","http://colt.ccbr.utoronto.ca/cancer","no","related generic reseach institution site redirect","not_applicable","not_applicable",2012,25,"no",2012,1,25,"debut"
"MBDC1533",2378,"IGDB.NSCLC: Integrated Genomic Database of Non-Small Cell Lung Cancer","http://igdb.nsclc.ibms.sinica.edu.tw","yes","not_applicable","unknown","not_applicable",2012,9,"yes",2012,1,9,"debut"
"MBDC1534",2322,"SCDE: Stem Cell Discovery Engine","http://discovery.hsci.harvard.edu","yes","not_applicable","unknown","Access - Transfer/Redirect; Please note that we have merged the SCDE data into the new Stem Cell Commons data repositoryAccess - Transfer/Redirect; ",2012,13,"yes",2012,1,13,"debut"
"MBDC1535",2303,"UMD-BRCA1","http://www.umd.be/BRCA1/","no","service unavailable","not_applicable","not_applicable",2012,12,"no",2012,1,12,"debut"
"MBDC1536",2281,"ADHDgene","http://adhd.psych.ac.cn/","yes","not_applicable","2014","not_applicable",2012,19,"yes",2012,1,19,"debut"
"MBDC1537",2227,"AutismKB","http://autismkb.cbi.pku.edu.cn/","yes","not_applicable","2012","not_applicable",2012,66,"yes",2012,1,66,"debut"
"MBDC1538",2291,"NCBI BGMUT: Blood Group Antigen Gene Mutation Database","http://www.ncbi.nlm.nih.gov/projects/gv/rbc/xslcgi.fcgi?cmd=bgmut","yes","not_applicable","unknown","not_applicable",2012,46,"yes",2012,1,46,"debut"
"MBDC1539",2379,"DiseaseMeth","http://bioinfo.hrbmu.edu.cn/diseasemeth","yes","not_applicable","2016","not_applicable",2012,35,"yes",2012,1,35,"debut"
"MBDC1540",2402,"DistiLD database","http://distild.jensenlab.org/","yes","not_applicable","unknown","not_applicable",2012,14,"yes",2012,1,14,"debut"
"MBDC1541",2937,"Dr.VIS: Viral Integration Sites ","http://www.bioinfo.org/drvis","yes","not_applicable","2014","not_applicable",2015,4,"yes",2012,2,15,"update"
"MBDC1542",3095,"GWASdb","http://jjwanglab.org/gwasdb","yes","not_applicable","2015","not_applicable",2016,3,"yes",2012,2,80,"update"
"MBDC1543",2266,"SpliceDisease database","http://cmbi.bjmu.edu.cn/sdisease","no","can't be reached","not_applicable","not_applicable",2012,24,"no",2012,1,24,"debut"
"MBDC1544",2993,"GeneWeaver","http://www.geneweaver.org/","yes","not_applicable","unknown","not_applicable",2016,0,"yes",2012,2,42,"update"
"MBDC1545",2339,"modMine","http://intermine.modencode.org","yes","not_applicable","2014","not_applicable",2012,43,"yes",2012,1,43,"debut"
"MBDC1546",2357,"RecountDB","http://recountdb.cbrc.jp","no","can't be reached","not_applicable","not_applicable",2012,0,"no",2012,1,0,"debut"
"MBDC1547",2895,"MOPED: Multi-Omics Profiling Expression Database","http://moped.proteinspire.org","no","service unavailable","not_applicable","not_applicable",2015,8,"no",2012,2,71,"update"
"MBDC1548",2702,"EMBL-EBI ChEMBL","https://www.ebi.ac.uk/chembl","yes","not_applicable","2016","Disambiguation; different from ChEBI",2014,259,"yes",2012,2,1201,"update"
"MBDC1549",2278,"Human OligoGenome Resource","http://oligogenome.stanford.edu/","no","can't be reached","not_applicable","not_applicable",2012,1,"no",2012,1,1,"debut"
"MBDC1550",3090,"MitoMiner","http://mitominer.mrc-mbu.cam.ac.uk/","yes","not_applicable","2016","not_applicable",2016,2,"yes",2012,2,55,"update"
"MBDC1551",2263,"Phytozome","http://www.phytozome.net","yes","not_applicable","2017","not_applicable",2012,802,"yes",2012,1,802,"debut"
"MBDC1552",2331,"PlantNATsDB: Natural Antisense Transcripts DataBase","http://bis.zju.edu.cn/pnatdb/","yes","not_applicable","2014","not_applicable",2012,23,"yes",2012,1,23,"debut"
"MBDC1553",2283,"PLEXdb","http://www.plexdb.org","yes","not_applicable","2013","not_applicable",2012,134,"yes",2012,1,134,"debut"
"MBDC1554",2210,"Plantmetabolomics.org","http://www.plantmetabolomics.org","no","can't be reached","not_applicable","not_applicable",2012,11,"no",2012,1,11,"debut"
"MBDC1555",3053,"LegumeIP","http://plantgrn.noble.org/LegumeIP/","yes","not_applicable","unknown","not_applicable",2016,0,"yes",2012,2,30,"update"
"MBDC1556",2352,"DIGIT: Database of Immunoglobulins with Integrated Tools","http://biocomputing.it/digit","yes","not_applicable","unknown","not_applicable",2012,19,"yes",2012,1,19,"debut"
"MBDC1557",2327,"DNAtraffic","http://dnatraffic.ibb.waw.pl/","yes","not_applicable","2011","not_applicable",2012,2,"yes",2012,1,2,"debut"
"MBDC1558",2320,"ExoCarta","http://www.exocarta.org","yes","not_applicable","2016","not_applicable",2012,261,"yes",2012,1,261,"debut"
"MBDC1560",2403,"MetaBase","http://MetaDatabase.Org","no","service unavailable","not_applicable","not_applicable",2012,14,"no",2012,1,14,"debut"
"MBDC1561",2215,"GONUTS: Gene Ontology Normal Usage Tracking System","http://gowiki.tamu.edu","yes","not_applicable","2016","not_applicable",2012,14,"yes",2012,1,14,"debut"
"MBDC1562",2224,"EcoliWiki","http://ecoliwiki.net","yes","not_applicable","2016","not_applicable",2012,19,"yes",2012,1,19,"debut"
"MBDC1563",2740,"SubtiWiki","http://subtiwiki.uni-goettingen.de/","yes","not_applicable","unknown","not_applicable",2014,26,"yes",2012,3,66,"update"
"MBDC1564",2252,"959 Nematode Genomes","www.nematodegenomes.org","yes","not_applicable","2011","not_applicable",2012,21,"yes",2012,1,21,"debut"
"MBDC1565",2998,"WikiPathways","http://www.wikipathways.org","yes","not_applicable","2017","not_applicable",2016,16,"yes",2012,2,229,"update"
"MBDC1566",2284,"SNPedia","http://www.SNPedia.com","yes","not_applicable","unknown","not_applicable",2012,50,"yes",2012,1,50,"debut"
"MBDC1567",2286,"SEQanswers wiki","http://wiki.SEQanswers.com","yes","not_applicable","2015","not_applicable",2012,22,"yes",2012,1,22,"debut"
"MBDC1569",2434,"EMBL-EBI DGVa","http://www.ebi.ac.uk/dgva","yes","not_applicable","unknown","not_applicable",2013,21,"yes",2013,1,21,"debut"
"MBDC1570",2952,"NCBI ClinVar","https://www.ncbi.nlm.nih.gov/clinvar/","yes","not_applicable","2015","not_applicable",2016,27,"yes",2014,2,380,"update"
"MBDC1571",2422,"TFClass: Transcription Factor Classification","http://tfclass.bioinf.med.uni-goettingen.de/","yes","not_applicable","unknown","not_applicable",2013,37,"yes",2013,2,48,"debut"
"MBDC1572",2497,"MonarchBase","http://monarchbase.umassmed.edu","yes","not_applicable","unknown","not_applicable",2013,20,"yes",2013,1,20,"debut"
"MBDC1573",2496,"OrtholugeDB","http://www.pathogenomics.sfu.ca/ortholugedb","yes","not_applicable","2016","not_applicable",2013,23,"yes",2013,1,23,"debut"
"MBDC1574",2578,"2P2Idb","http://2p2idb.cnrs-mrs.fr","yes","not_applicable","2016","not_applicable",2013,62,"yes",2013,1,62,"debut"
"MBDC1575",2486,"MetalPDB","http://metalweb.cerm.unifi.it","yes","not_applicable","unknown","not_applicable",2013,24,"yes",2013,1,24,"debut"
