"db_id","resource_name","status","debut_yr","total_articles","total_citations","start","transition"
"MBDC1085","HPD: Heme Protein Database ","no",2008,1,57,"online_start","online_only"
"MBDC1088","IDBD: Infectious Disease Biomarker Database","no",2008,1,11,"online_start","online_only"
"MBDC1090","ITS2: Internal Transcribed Spacer 2","yes",2008,2,221,"online_start","online_only"
"MBDC1091","LigASite: LIGand Attachment SITE","no",2008,1,47,"online_start","online_only"
"MBDC1092","M3D: Many Microbe Microarrays Database","yes",2008,1,131,"online_start","online_only"
"MBDC1093","MALISAM: Manual ALIgnments for Structurally Analogous Motifs","yes",2008,1,17,"online_start","online_only"
"MBDC1094","MegaMotifBase","yes",2008,1,17,"online_start","online_only"
"MBDC1095","MetaCrop","yes",2008,2,50,"online_start","online_only"
"MBDC1096","MethyCancer","no",2008,1,61,"online_start","online_only"
"MBDC1097","microRNA.org","yes",2008,1,1037,"online_start","online_only"
"MBDC1098","miRGator","yes",2008,3,175,"online_start","online_only"
"MBDC1099","Mitome","no",2008,1,32,"online_start","online_only"
"MBDC1100","MSY Breakpoint Mapper","yes",2008,1,11,"online_start","online_only"
"MBDC1101","MMdb: MUGEN Mouse Database","yes",2008,1,9,"online_start","online_only"
"MBDC1102","MutDB","yes",2008,1,24,"online_start","online_only"
"MBDC1103","Narcisse","yes",2008,1,20,"online_start","online_only"
"MBDC1104","NetworKIN","yes",2008,1,166,"online_start","online_only"
"MBDC1105","NORINE","yes",2008,2,117,"online_start","online_only"
"MBDC1106","OPTIC: Orthologous and Paralogous Transcripts In Clades","yes",2008,1,22,"online_start","online_only"
"MBDC1107","ORegAnno","no",2008,2,136,"online_start","online_only"
"MBDC1108","OrthoDB","yes",2008,4,286,"online_start","online_only"
"MBDC1110","PBmice","yes",2008,1,28,"online_start","online_only"
"MBDC1111","PepCyber","yes",2008,1,29,"online_start","online_only"
"MBDC1112","PhosPhAt","yes",2008,3,365,"online_start","online_only"
"MBDC1113","PhylomeDB","yes",2008,3,198,"online_start","online_only"
"MBDC1114","piRNABank","no",2008,1,101,"online_start","online_only"
"MBDC1115","PODB: Plant Organelles DataBase","yes",2008,1,17,"online_start","online_only"
"MBDC1116","GCP: Generation Challenge Programme","yes",2008,1,8,"online_start","online_only"
"MBDC1117","PlantTFDB: Transcription Factors DataBase","yes",2008,3,471,"online_start","online_only"
"MBDC1118","PlantTribes","no",2008,1,58,"online_start","online_only"
"MBDC1119","ppdb: plant promoter database ","yes",2008,2,59,"online_start","online_only"
"MBDC1120","PPT-DB: protein Property Prediction and Testing DataBase","yes",2008,1,10,"online_start","online_only"
"MBDC1121","PROCOGNATE","yes",2008,1,29,"online_start","online_only"
"MBDC1122","ProSAS: PROtein Structure and Alternative Splicing","no",2008,1,15,"online_start","online_only"
"MBDC1123","ProTISA: Prokaryotic Translation Initiation Site","no",2008,1,19,"online_start","online_only"
"MBDC1124","ProtozoaDB","no",2008,1,14,"online_start","online_only"
"MBDC1125","PubMeth","yes",2008,1,99,"online_start","online_only"
"MBDC1127","REDDB: RESP ESP charge DDataBase","yes",2008,1,41,"online_start","online_only"
"MBDC1128","REDfly","yes",2008,2,142,"online_start","online_only"
"MBDC1129","RNA FRABASE","yes",2008,1,30,"online_start","online_only"
"MBDC1130","RNAJunction","yes",2008,1,85,"online_start","online_only"
"MBDC1131","SelenoDB","yes",2008,2,36,"online_start","online_only"
"MBDC1132","Shanghai RAPESEED Database","no",2008,1,19,"online_start","online_only"
"MBDC1133","SmedGD: Schmidtea mediterranea Genome Database","yes",2008,1,179,"online_start","online_only"
"MBDC1134","STITCH: Search Tool for InTeractions of CHemicals","yes",2008,5,588,"online_start","online_only"
"MBDC1135","SuperCAT","yes",2008,1,21,"online_start","online_only"
"MBDC1136","SuperTarget","yes",2008,2,140,"online_start","online_only"
"MBDC1137","Telomerase Database","yes",2008,1,72,"online_start","online_only"
"MBDC1138","Cell Cycle Database","yes",2008,1,10,"online_start","online_only"
"MBDC1139","SMD: Stanford Microarray Database","no",2001,5,940,"online_start","online_only"
"MBDC1140","TOPDB: Topology Data Bank of Transmembrane Proteins","yes",2008,2,54,"online_start","online_only"
"MBDC1142","TranspoGene","yes",2008,1,20,"online_start","online_only"
"MBDC1143","UCSD-Nature Signaling Gateway Molecule Pages","yes",2008,1,16,"online_start","online_only"
"MBDC1144","UgMicroSatdb: Unigene MicroSatellite database","no",2008,1,11,"online_start","online_only"
"MBDC1145","UniTrap","no",2008,1,6,"online_start","online_only"
"MBDC1146","UTGB/medaka: University of Tokyo Genome Browser Medaka","no",2008,1,23,"online_start","online_only"
"MBDC1147","UTRome.org","no",2008,1,10,"online_start","online_only"
"MBDC1148","VIOLIN: Vaccine Investigation and Online Information Network","yes",2008,2,57,"online_start","online_only"
"MBDC1149","Vir-Mir db","yes",2008,1,44,"online_start","online_only"
"MBDC1150","MapX","yes",2008,1,45,"online_start","online_only"
"MBDC1151","Xenbase","yes",2008,4,220,"online_start","online_only"
"MBDC1158","FlyTF","yes",2010,1,40,"online_start","online_only"
"MBDC1162","siRecords","no",2009,1,16,"online_start","online_only"
"MBDC1167","CoryneRegNet","yes",2012,1,31,"online_start","online_only"
"MBDC1171","Deja vu","no",2009,1,36,"online_start","online_only"
"MBDC1172","diArk","yes",2015,1,2,"online_start","online_only"
"MBDC1173","GEISHA: Gallus Expression In Situ Hybridization Analysis","no",2014,1,9,"online_start","online_only"
"MBDC1174","HmtDB: Human Mitochondrial Databse","yes",2012,1,38,"online_start","online_only"
"MBDC1177","PDBselect","no",2010,1,66,"online_start","online_only"
"MBDC1178","TDR Targets: Tropical Disease Research Targets","yes",2012,1,38,"online_start","online_only"
"MBDC1179","CIPRO: Ciona intestinalis PROtein Database","no",2011,1,18,"online_start","online_only"
"MBDC1183","SILVA","yes",2013,2,1270,"online_start","online_only"
"MBDC1184","YH database","no",2009,1,27,"online_start","online_only"
"MBDC1185","HuRef Genome Browser ","no",2009,1,8,"online_start","online_only"
"MBDC1186","OKCAM: Ontology-based Knowledgebase for Cell Adhesion Molecules","yes",2009,1,11,"online_start","online_only"
"MBDC1187","Degradome database","yes",2009,2,83,"online_start","online_only"
"MBDC1188","CTD: Comparative Toxicogenomics Database","yes",2009,4,456,"online_start","online_only"
"MBDC1189","ExplorEnz","yes",2009,1,49,"online_start","online_only"
"MBDC1190","Ovarian Cancer Genetics Database","no",2009,1,25,"online_start","online_only"
"MBDC1191","DiProDB: DInucleotide PROperty DataBase","yes",2009,1,26,"online_start","online_only"
"MBDC1192","JAIL: Just Another Interface Library","yes",2009,1,4,"online_start","online_only"
"MBDC1193","ZiFDB: Zinc Finger Database","yes",2009,2,64,"online_start","online_only"
"MBDC1194","BodyParts3D","no",2009,1,25,"online_start","online_only"
"MBDC1195","NRED: Noncoding RNA Expression Database ","no",2009,1,128,"online_start","online_only"
"MBDC1196","SuperSite","yes",2009,1,20,"online_start","online_only"
"MBDC1197","GiardiaDB","yes",2009,1,48,"online_start","online_only"
"MBDC1198","RiceGeneThresher","yes",2009,1,8,"online_start","online_only"
"MBDC1199","GermSAGE","yes",2009,1,13,"online_start","online_only"
"MBDC1200","PhyloPat","yes",2009,1,6,"online_start","online_only"
"MBDC1201","CleanEST","yes",2009,1,9,"online_start","online_only"
"MBDC1202","AutoSNPdb","no",2009,1,51,"online_start","online_only"
"MBDC1203","TBDB: Tuberculosis Database","yes",2009,1,119,"online_start","online_only"
"MBDC1204","PID: Pathway Interaction Database ","yes",2009,1,521,"online_start","online_only"
"MBDC1205","PPDB: Plant Proteomics Database at Cornell","yes",2009,1,196,"online_start","online_only"
"MBDC1206","PhytAMP","no",2009,1,102,"online_start","online_only"
"MBDC1207","ARDB: Antibiotic Resistance Genes Database","yes",2009,1,267,"online_start","online_only"
"MBDC1208","PiSite","yes",2009,1,28,"online_start","online_only"
"MBDC1209","UniPROBE: Universal PBM Resource for Oligonucleotide Binding Evaluation","yes",2009,3,318,"online_start","online_only"
"MBDC1210","HAMAP: High-quality Automated and Manual Annotation of microbial Proteomes","yes",2009,3,135,"online_start","online_only"
"MBDC1211","CAZy: Carbohydrate-Active EnZymes database","yes",2009,2,3103,"online_start","online_only"
"MBDC1212","TMFunction","no",2009,1,18,"online_start","online_only"
"MBDC1213","CTdatabase: Cancer-Testis Database","yes",2009,1,103,"online_start","online_only"
"MBDC1214","Strepto-DB","yes",2009,1,5,"online_start","online_only"
"MBDC1215","CC+: Coiled Coils","yes",2009,1,72,"online_start","online_only"
"MBDC1216","BPS: Base-Pair Structure","yes",2009,1,30,"online_start","online_only"
"MBDC1217","CPDB: Circular Permutation Database","yes",2009,1,32,"online_start","online_only"
"MBDC1218","PeroxiBase","yes",2009,2,88,"online_start","online_only"
"MBDC1219","SchistoDB","yes",2009,2,86,"online_start","online_only"
"MBDC1220","RAPID: Resource of Asian Primary Immunodeficiency Diseases","no",2009,1,25,"online_start","online_only"
"MBDC1221","PMAP: Proteolysis MAP ","no",2009,1,27,"online_start","online_only"
"MBDC1222","ATGC: Alignable Tight Genomic Clusters","yes",2009,1,28,"online_start","online_only"
"MBDC1223","tRNADB-CE: tRNA gene DataBase Curated by Experts","yes",2009,2,40,"online_start","online_only"
"MBDC1224","MachiBase","yes",2009,1,17,"online_start","online_only"
"MBDC1225","SuperScent","no",2009,1,42,"online_start","online_only"
"MBDC1226","KineticDB","yes",2009,1,47,"online_start","online_only"
"MBDC1227","ConsensusPathDB","yes",2009,3,372,"online_start","online_only"
"MBDC1228","G2Cdb: Genes to Cognition","yes",2009,1,33,"online_start","online_only"
"MBDC1229","Human Proteinpedia","yes",2009,1,54,"online_start","online_only"
"MBDC1230","UCbase & miRfunc","no",2009,1,26,"online_start","online_only"
"MBDC1231","SPROUTS: Structural Prediction for pRotein fOlding UTility System","no",2009,1,17,"online_start","online_only"
"MBDC1232","miROrtho","yes",2009,1,41,"online_start","online_only"
"MBDC1233","HIV-1-Human Interaction database","yes",2009,2,167,"online_start","online_only"
"MBDC1234","miR2Disease","yes",2009,1,444,"online_start","online_only"
"MBDC1236","FlyEx","yes",2009,1,62,"online_start","online_only"
"MBDC1237","MiMI: Michigan Molecular Interactions","no",2007,2,157,"online_start","online_only"
"MBDC1238","DNAReplication","yes",2009,1,6,"online_start","online_only"
"MBDC1239","MMsINC","yes",2009,1,42,"online_start","online_only"
"MBDC1242","CLDB: Cell Line Data Base","no",2009,1,56,"online_start","online_only"
"MBDC1244","INTERFEROME","yes",2009,2,218,"online_start","online_only"
"MBDC1245","P3DB: Plant Protein Phosphorylation DataBase","yes",2009,2,98,"online_start","online_only"
"MBDC1246","NCBI Protein Clusters Database","no",2009,1,117,"online_start","online_only"
"MBDC1247","VirusMentha","yes",2015,1,15,"online_start","online_only"
"MBDC1249","SNPLogic","yes",2009,1,22,"online_start","online_only"
"MBDC1250","DOOR: Database for prOkaryotic OpeRons","yes",2009,2,207,"online_start","online_only"
"MBDC1251","Pseudofam","yes",2009,1,18,"online_start","online_only"
"MBDC1252","RsiteDB","yes",2009,1,13,"online_start","online_only"
"MBDC1253","OligoArrayDb","yes",2009,1,7,"online_start","online_only"
"MBDC1255","Voronoia","yes",2009,1,44,"online_start","online_only"
"MBDC1256","MDPD: Mutation Database for Parkinson's Disease","yes",2009,1,8,"online_start","online_only"
"MBDC1257","SysZNF","no",2009,1,25,"online_start","online_only"
"MBDC1258","PAZAR database","yes",2009,1,50,"online_start","online_only"
"MBDC1260","PSI KB: Protein Structure Initiative Knowledgebase","yes",2006,2,249,"online_start","online_only"
"MBDC1261","VirHostNet","no",2009,2,109,"online_start","online_only"
"MBDC1262","VarySysDB","yes",2009,1,13,"online_start","online_only"
"MBDC1263","PIG: Pathogen Interaction Gateway","no",2009,1,41,"online_start","online_only"
"MBDC1264","DIANA-TarBase","yes",2009,3,625,"online_start","online_only"
"MBDC1266","EVOG: Evolutionary Visualizer for Overlapping Genes","yes",2009,1,10,"online_start","online_only"
"MBDC1267","CentrosomeDB","yes",2009,2,50,"online_start","online_only"
"MBDC1268","ERGR: Ethanol-Related Gene Resource","no",2009,1,26,"online_start","online_only"
"MBDC1269","ConSurf-DB","yes",2009,1,88,"online_start","online_only"
"MBDC1270","metaTIGER","yes",2009,1,26,"online_start","online_only"
"MBDC1271","MoKCa: Mutations, Oncogenes, Knowledge & Cancer","yes",2009,1,25,"online_start","online_only"
"MBDC1273","Kinomer","yes",2009,1,38,"online_start","online_only"
"MBDC1274","AutDB","yes",2009,1,127,"online_start","online_only"
"MBDC1275","SysPIMP: Systematical Platform for Identifying Mutated Proteins","no",2009,1,17,"online_start","online_only"
"MBDC1276","Sys-BodyFluid","no",2009,1,55,"online_start","online_only"
"MBDC1277","SuperToxic","yes",2009,1,32,"online_start","online_only"
"MBDC1278","miRecords","no",2009,1,616,"online_start","online_only"
"MBDC1279","sRNAMap: Small non-coding RNAs ","yes",2009,1,45,"online_start","online_only"
"MBDC1280","EcID: Escherichia coli Interaction Database","no",2009,1,17,"online_start","online_only"
"MBDC1281","BloodExpress","yes",2009,1,25,"online_start","online_only"
"MBDC1282","Bionemo","no",2009,1,12,"online_start","online_only"
"MBDC1283","MnM: Minimotif Miner","yes",2009,2,76,"online_start","online_only"
"MBDC1284","AS-ALPS: Alternative Splicing-induced Alteration of Protein Structure","yes",2009,1,18,"online_start","online_only"
"MBDC1285","PIPs: Protein-protein Interaction Prediction","yes",2009,1,99,"online_start","online_only"
"MBDC1286","HGPD: Human Gene and Protein Database","yes",2009,2,35,"online_start","online_only"
"MBDC1287","AHD: Arabidopsis Hormone Database","yes",2009,2,51,"online_start","online_only"
"MBDC1288","TcSNP","yes",2009,1,14,"online_start","online_only"
"MBDC1289","Aspergillus Genomes and Cloud","yes",2009,1,12,"online_start","online_only"
"MBDC1290","ISED: Influenza Sequence and Epitope Database","yes",2009,1,9,"online_start","online_only"
"MBDC1291","SpBase","yes",2009,1,82,"online_start","online_only"
"MBDC1293","Dynamic Proteomics","no",2010,1,14,"online_start","online_only"
"MBDC1294","EMBL-EBI Gene Expression Atlas","yes",2010,4,321,"online_start","online_only"
"MBDC1295","DNASU Plasmid Repository","no",2014,1,44,"online_start","online_only"
"MBDC1298","BISC: Binary SubComplexes","no",2011,1,3,"online_start","online_only"
"MBDC1299","BriX","no",2011,1,15,"online_start","online_only"
"MBDC1300","BSDB: Biomolecule Stretching Database","yes",2011,1,15,"online_start","online_only"
"MBDC1301","BRENDA BTO: BRENDA Tissue Ontology","yes",2011,1,39,"online_start","online_only"
"MBDC1302","CancerResource","yes",2011,2,42,"online_start","online_only"
"MBDC1303","cBARBEL: catfish Breeder And Researcher Bioinformatics Entry Location","no",2011,1,21,"online_start","online_only"
"MBDC1304","ChemProt","yes",2011,2,77,"online_start","online_only"
"MBDC1305","CLIPZ","no",2011,1,70,"online_start","online_only"
"MBDC1306","CPLM: Compendium of Protein Lysine Modifications","yes",2011,2,55,"online_start","online_only"
"MBDC1307","DAnCER: Disease-Annotated Chromatin Epigenetics Resource","yes",2011,1,10,"online_start","online_only"
"MBDC1308","DBASS: Database of Aberrant Splice Sites","yes",2011,1,20,"online_start","online_only"
"MBDC1309","DDPC: Dragon Database of Genes associated with Prostate Cancer","yes",2011,1,19,"online_start","online_only"
"MBDC1310","EDULISS: EDinburgh University Ligand Selection System","no",2011,1,14,"online_start","online_only"
"MBDC1311","EMDataBank: Electron Microscopy DataBank","yes",2011,2,109,"online_start","online_only"
"MBDC1312","FlyFactorSurvey","yes",2011,1,76,"online_start","online_only"
"MBDC1313","FragmentStore","no",2011,1,9,"online_start","online_only"
"MBDC1314","HitPredict","yes",2011,1,44,"online_start","online_only"
"MBDC1316","IKMC: International Knockout Mouse Consortium Web Portal","yes",2011,1,61,"online_start","online_only"
"MBDC1317","KUPS: University of Kansas Proteomics Service","yes",2011,1,19,"online_start","online_only"
"MBDC1318","LocDB","yes",2011,1,17,"online_start","online_only"
"MBDC1319","MatrixDB","yes",2011,2,73,"online_start","online_only"
"MBDC1320","MitoGenesisDB","no",2011,1,3,"online_start","online_only"
"MBDC1321","NGSmethDB","yes",2011,2,35,"online_start","online_only"
"MBDC1322","NIASGBdb","yes",2011,1,10,"online_start","online_only"
"MBDC1323","OMPdb","yes",2011,1,23,"online_start","online_only"
"MBDC1324","PAIR: Predicted Arabidopsis Interactome Resource","yes",2011,1,32,"online_start","online_only"
"MBDC1325","PED: Pancreatic Expression Database","yes",2011,2,33,"online_start","online_only"
"MBDC1326","PmiRKB","yes",2011,1,18,"online_start","online_only"
"MBDC1327","PIR PRO: PRotein Ontology","yes",2011,2,83,"online_start","online_only"
"MBDC1328","Protegen","no",2011,1,20,"online_start","online_only"
"MBDC1329","RegPhos","yes",2011,1,32,"online_start","online_only"
"MBDC1330","SCLD: Stem Cell Lineage Database","no",2011,1,3,"online_start","online_only"
"MBDC1331","SGN: Sol Genomics Network","yes",2011,2,186,"online_start","online_only"
"MBDC1332","SuperSweet","yes",2011,1,11,"online_start","online_only"
"MBDC1333","TADB: Type 2 toxin-Antitoxin DataBase","yes",2011,1,93,"online_start","online_only"
"MBDC1334","TcoF-DB: Transcription co-factors DataBase","yes",2011,1,23,"online_start","online_only"
"MBDC1335","TOPSAN: The Open Protein Structure Annotation Network ","no",2011,1,12,"online_start","online_only"
"MBDC1336","TRIP: mammalian TRansient receptor potential channel-Interacting Protein","yes",2011,1,16,"online_start","online_only"
"MBDC1337","ViralZone","yes",2011,2,62,"online_start","online_only"
"MBDC1338","VnD","no",2011,1,6,"online_start","online_only"
"MBDC1339","WebGeSTer DB","yes",2011,1,30,"online_start","online_only"
"MBDC1340","EMBL-EBI Non-Redundant Patent Sequence Databases","yes",2010,1,7,"online_start","online_only"
"MBDC1341","3D-Footprint","yes",2010,1,32,"online_start","online_only"
"MBDC1342","RegPrecise","no",2010,1,108,"online_start","online_only"
"MBDC1343","TransmiR","yes",2010,1,169,"online_start","online_only"
"MBDC1344","deepBase","no",2010,2,89,"online_start","online_only"
"MBDC1345","HHMD: Human Histone Modification Database","yes",2010,1,33,"online_start","online_only"
"MBDC1346","MeMotif","yes",2010,1,14,"online_start","online_only"
"MBDC1348","SuperCYP","yes",2010,1,93,"online_start","online_only"
"MBDC1349","NNDB: Nearest Neighbor Database","yes",2010,1,118,"online_start","online_only"
"MBDC1350","3DNALandscapes","yes",2010,1,8,"online_start","online_only"
"MBDC1351","PGD: Protein Geometry Database","no",2010,1,13,"online_start","online_only"
"MBDC1352","PTGL: Protein Topology Graph Library","no",2010,1,6,"online_start","online_only"
"MBDC1353","fPOP: footprinting Pockets Of Proteins","no",2010,1,15,"online_start","online_only"
"MBDC1354","ComSin","yes",2010,1,16,"online_start","online_only"
"MBDC1355","PNU: Protein Naming Utility","yes",2010,1,4,"online_start","online_only"
"MBDC1356","PhiSITE","yes",2010,1,14,"online_start","online_only"
"MBDC1357","ViralORFeome","no",2010,1,28,"online_start","online_only"
"MBDC1358","MicrobesOnline","yes",2010,1,212,"online_start","online_only"
"MBDC1359","AspGD: Aspergillus Genome Database","yes",2010,3,195,"online_start","online_only"
"MBDC1360","TriTrypDB","yes",2010,1,211,"online_start","online_only"
"MBDC1361","MetaBioME","yes",2010,1,23,"online_start","online_only"
"MBDC1362","SMPDB: Small Molecule Pathway Database ","yes",2010,2,115,"online_start","online_only"
"MBDC1363","NCBI IBIS: Inferred Biomolecular Interaction Server","yes",2010,2,84,"online_start","online_only"
"MBDC1364","Negatome","yes",2010,2,80,"online_start","online_only"
"MBDC1365","GWIDD: Genome WIde Docking Database","yes",2010,1,26,"online_start","online_only"
"MBDC1366","PepX","no",2010,1,53,"online_start","online_only"
"MBDC1367","DRYGIN: Data Repository of Yeast Genetic Interactions","yes",2010,1,59,"online_start","online_only"
"MBDC1368","NCBI BioSystems","yes",2010,1,192,"online_start","online_only"
"MBDC1369","MouseBook","yes",2010,1,7,"online_start","online_only"
"MBDC1370","INFRAFRONTIER","yes",2015,1,6,"online_start","online_only"
"MBDC1371","Gene Wiki","yes",2010,2,79,"online_start","online_only"
"MBDC1372","Patrocles","no",2010,1,91,"online_start","online_only"
"MBDC1373","NCG: Network for Cancer Genes","yes",2010,3,47,"online_start","online_only"
"MBDC1374","dbDEPC: Database of Differentially Expressed Proteins in human Cancers","yes",2010,2,19,"online_start","online_only"
"MBDC1375","HlungDB: human lung cancer database ","no",2010,1,34,"online_start","online_only"
"MBDC1376","SelTarbase: Selective Targets database","yes",2010,1,29,"online_start","online_only"
"MBDC1377","HRTBLDb: Hormone Receptor Target Binding Loci Database","no",2010,1,7,"online_start","online_only"
"MBDC1378","GeneSigDB","yes",2010,2,104,"online_start","online_only"
"MBDC1379","FlyTED: Drosophila Testis Gene Expression Database","no",2010,1,21,"online_start","online_only"
"MBDC1380","PLANdbAffy","yes",2010,1,21,"online_start","online_only"
"MBDC1381","GeMInA: Genomic Metadata for Infectious Agents","yes",2010,1,11,"online_start","online_only"
"MBDC1382","BioNumbers Database","yes",2010,1,126,"online_start","online_only"
"MBDC1383","T3DB: Toxin and Toxin-Target Database","yes",2010,2,56,"online_start","online_only"
"MBDC1384","BioDrugScreen","no",2010,1,24,"online_start","online_only"
"MBDC1385","CAMP: Collection of Anti-Microbial Peptides","yes",2010,3,190,"online_start","online_only"
"MBDC1386","PrimerBank","yes",2010,2,361,"online_start","online_only"
"MBDC1387","PlnTFDB: Plant Transcription Factor Database","yes",2010,1,205,"online_start","online_only"
"MBDC1388","PRGdb: Plant Resistance Gene database","yes",2010,2,89,"online_start","online_only"
"MBDC1389","PNRD: Plant Non-coding RNA Database ","yes",2015,1,19,"online_start","online_only"
"MBDC1390","AntigenDB","yes",2010,1,21,"online_start","online_only"
"MBDC1391","MouseIndelDB","yes",2010,1,11,"online_start","online_only"
"MBDC1392","Allele Frequency Net","yes",2011,2,488,"online_start","online_only"
"MBDC1393","AmoebaDB","yes",2011,1,15,"online_start","online_only"
"MBDC1394","ArachnoServer","yes",2011,1,71,"online_start","online_only"
"MBDC1395","AREsite: AU-Rich Elements","yes",2011,2,90,"online_start","online_only"
"MBDC1396","ASD: AlloSteric Database","yes",2011,3,105,"online_start","online_only"
"MBDC1397","ASPicDB","no",2011,1,27,"online_start","online_only"
"MBDC1398","Autophagy Database","no",2011,1,18,"online_start","online_only"
"MBDC1399","BGD: Bovine Genome Database","yes",2011,2,22,"online_start","online_only"
"MBDC1400","CADgene: Coronary Artery Disease ","yes",2011,1,37,"online_start","online_only"
"MBDC1401","CAMARA: Community Cyberinfrastructure for Advanced Microbial Ecology Research and Analysis","no",2011,1,185,"online_start","online_only"
"MBDC1402","CaSNP","yes",2011,1,13,"online_start","online_only"
"MBDC1403","CCDB: Cervical Cancer gene DataBase","yes",2011,1,32,"online_start","online_only"
"MBDC1404","CDDB: Conformational Dynamics Data Bank","no",2011,1,8,"online_start","online_only"
"MBDC1405","COMBREX: COMputational Bridges to Experiments","yes",2011,2,34,"online_start","online_only"
"MBDC1406","DbCRID: DataBase of Chromosomal Rearrangements in Human Diseases","no",2011,1,17,"online_start","online_only"
"MBDC1408","dbSNP","yes",2011,1,14,"online_start","online_only"
"MBDC1409","EffectiveDB","yes",2011,2,35,"online_start","online_only"
"MBDC1410","CIF: Cyber Infrastructure for Fusarium","yes",2011,1,32,"online_start","online_only"
"MBDC1411","Gene Expression Barcode","yes",2011,2,110,"online_start","online_only"
"MBDC1412","GlycomeDB","yes",2011,1,51,"online_start","online_only"
"MBDC1413","HIT: Herb Ingredients Targets","yes",2011,1,55,"online_start","online_only"
"MBDC1414","HGD: Hymenoptera Genome Database","yes",2011,2,104,"online_start","online_only"
"MBDC1415","IGDD: Indian Genetic Disease Database","yes",2011,1,10,"online_start","online_only"
"MBDC1416","IGRhCellID: Integrated Genomic Resources of human Cell lines for Identification","yes",2011,1,2,"online_start","online_only"
"MBDC1417","IsoBase","yes",2011,1,40,"online_start","online_only"
"MBDC1418","KaPPA-View4","yes",2011,1,30,"online_start","online_only"
"MBDC1419","Laminin Database","yes",2011,2,4,"online_start","online_only"
"MBDC1420","LncRNAdb","yes",2011,2,334,"online_start","online_only"
"MBDC1421","LSD: Leaf Senescence Database","no",2011,2,43,"online_start","online_only"
"MBDC1422","MicrosporidiaDB","yes",2011,1,15,"online_start","online_only"
"MBDC1423","miRTarBase","yes",2011,3,701,"online_start","online_only"
"MBDC1424","NCBI Epigenomics","yes",2011,2,40,"online_start","online_only"
"MBDC1425","Non-B DB","no",2011,2,55,"online_start","online_only"
"MBDC1426","OMA: Orthologous Matrix","yes",2011,2,146,"online_start","online_only"
"MBDC1427","P2CS: Prokaryotic 2-Component Systems","yes",2011,2,39,"online_start","online_only"
"MBDC1428","Pathway Commons","yes",2011,1,322,"online_start","online_only"
"MBDC1429","PCDB: Protein Conformational diversity Database","no",2011,1,13,"online_start","online_only"
"MBDC1430","PCDDB: Protein Circular Dichroism Data Bank","yes",2011,1,37,"online_start","online_only"
"MBDC1431","PCRPi-DB: Presaging Critical Residues in Protein Interfaces Database","yes",2011,1,7,"online_start","online_only"
"MBDC1432","PhEVER","no",2011,1,2,"online_start","online_only"
"MBDC1433","PHOSIDA","yes",2011,1,184,"online_start","online_only"
"MBDC1434","PolyQ","no",2011,1,15,"online_start","online_only"
"MBDC1435","PREX: PeroxiRedoxin classification indEX","yes",2011,1,41,"online_start","online_only"
"MBDC1436","PRIDB: Protein-RNA Interface DataBase","yes",2011,1,44,"online_start","online_only"
"MBDC1437","PROMISCUOUS","no",2011,1,99,"online_start","online_only"
"MBDC1438","ProtCID: Protein Common Interface Database","yes",2011,1,38,"online_start","online_only"
"MBDC1439","PSSRdb: Polymorphic Simple Sequence Repeats database","yes",2011,1,6,"online_start","online_only"
"MBDC1440","RBPDB: RNA-Binding Protein DataBase","yes",2011,1,117,"online_start","online_only"
"MBDC1441","REPAIRtoire","yes",2011,1,18,"online_start","online_only"
"MBDC1442","RepTar","yes",2011,1,26,"online_start","online_only"
"MBDC1443","RiceXPro","yes",2011,2,169,"online_start","online_only"
"MBDC1444","RIKEN Mammals","no",2011,1,15,"online_start","online_only"
"MBDC1445","SAHG: Structure Atlas of Human Genome ","yes",2011,1,7,"online_start","online_only"
"MBDC1446","SPIKE: Signaling Pathways Integrated Knowledge Engine","no",2011,1,32,"online_start","online_only"
"MBDC1447","StarBase","yes",2011,2,464,"online_start","online_only"
"MBDC1449","ThYme: Thioester-active enzYme","yes",2011,1,27,"online_start","online_only"
"MBDC1450","TIARA: Total Integrated Archive of Short-Read and Array ","yes",2011,1,12,"online_start","online_only"
"MBDC1451","TMPad: TransMembrane Protein Helix-Packing Database","yes",2011,1,14,"online_start","online_only"
"MBDC1452","UCSC Cancer Genomics Browser","no",2011,3,121,"online_start","online_only"
"MBDC1453","Europe PMC","yes",2015,1,7,"online_start","online_only"
"MBDC1454","YPA: Yeast Promoter Atlas","no",2011,1,21,"online_start","online_only"
"MBDC1455","MESAdb: MicroRNA Expression and Sequence Analysis database","yes",2011,1,15,"online_start","online_only"
"MBDC1456","NCBI SRA: Sequence Read Archive","yes",2010,3,443,"online_start","online_only"
"MBDC1457","NCBI BioProject","yes",2012,1,34,"online_start","online_only"
"MBDC1458","EMBL-EBI BioSD: BioSample Database ","yes",2012,2,33,"online_start","online_only"
"MBDC1459","NeXtProt","yes",2012,2,119,"online_start","online_only"
"MBDC1460","AnimalTFDB: Animal Transcription Factor Database","yes",2012,2,92,"online_start","online_only"
"MBDC1461","ScerTF","no",2012,1,27,"online_start","online_only"
"MBDC1462","YeTFaSCo: Yeast Transcription Factor Specificity Compendium","yes",2012,1,30,"online_start","online_only"
"MBDC1463","doRiNA","yes",2012,2,97,"online_start","online_only"
"MBDC1464","mirEX","no",2012,1,16,"online_start","online_only"
"MBDC1465","miRNEST","yes",2012,2,28,"online_start","online_only"
