"db_id","resource_name","status","total_articles","total_citations","debut_yr","db_last_update","maintdiff","maint_aft_debut","quartile"
"MBDC1405","COMBREX: COMputational Bridges to Experiments","yes",2,34,2011,2011,0,0,3
"MBDC1324","PAIR: Predicted Arabidopsis Interactome Resource","yes",1,32,2011,2013,2,1,3
"MBDC1329","RegPhos","yes",1,32,2011,NA,NA,NA,3
"MBDC1403","CCDB: Cervical Cancer gene DataBase","yes",1,32,2011,NA,NA,NA,3
"MBDC1410","CIF: Cyber Infrastructure for Fusarium","yes",1,32,2011,NA,NA,NA,3
"MBDC1339","WebGeSTer DB","yes",1,30,2011,NA,NA,NA,3
"MBDC1418","KaPPA-View4","yes",1,30,2011,2013,2,1,3
"MBDC1424","NCBI Epigenomics","yes",2,40,2011,2016,5,1,3
"MBDC1427","P2CS: Prokaryotic 2-Component Systems","yes",2,39,2011,NA,NA,NA,3
"MBDC1321","NGSmethDB","yes",2,35,2011,2016,5,1,3
"MBDC1449","ThYme: Thioester-active enzYme","yes",1,27,2011,NA,NA,NA,3
"NAR9309","UKPMC: UK PubMed Central","yes",1,27,2011,2017,6,1,3
"MBDC1306","CPLM: Compendium of Protein Lysine Modifications","yes",2,55,2011,NA,NA,NA,3
"MBDC1442","RepTar","yes",1,26,2011,2010,-1,0,3
"MBDC0160","RNA Helicase Database","yes",1,23,2011,NA,NA,NA,3
"MBDC1323","OMPdb","yes",1,23,2011,2016,5,1,3
"MBDC1334","TcoF-DB: Transcription co-factors DataBase","yes",1,23,2011,NA,NA,NA,3
"MBDC1325","PED: Pancreatic Expression Database","yes",2,33,2011,2013,2,1,3
"MBDC1308","DBASS: Database of Aberrant Splice Sites","yes",1,20,2011,NA,NA,NA,3
"MBDC1309","DDPC: Dragon Database of Genes associated with Prostate Cancer","yes",1,19,2011,NA,NA,NA,4
"MBDC1317","KUPS: University of Kansas Proteomics Service","yes",1,19,2011,NA,NA,NA,3
"MBDC1326","PmiRKB","yes",1,18,2011,2011,0,0,4
"MBDC1399","BGD: Bovine Genome Database","yes",2,22,2011,NA,NA,NA,4
"MBDC1441","REPAIRtoire","yes",1,18,2011,NA,NA,NA,4
"MBDC1318","LocDB","yes",1,17,2011,NA,NA,NA,4
"MBDC1336","TRIP: mammalian TRansient receptor potential channel-Interacting Protein","yes",1,16,2011,NA,NA,NA,4
"MBDC1300","BSDB: Biomolecule Stretching Database","yes",1,15,2011,NA,NA,NA,4
"MBDC1393","AmoebaDB","yes",1,15,2011,2017,6,1,4
"MBDC1422","MicrosporidiaDB","yes",1,15,2011,2017,6,1,4
"MBDC1455","MESAdb: MicroRNA Expression and Sequence Analysis database","yes",1,15,2011,NA,NA,NA,4
"MBDC1408","dbSNP","yes",1,14,2011,NA,NA,NA,4
"MBDC1451","TMPad: TransMembrane Protein Helix-Packing Database","yes",1,14,2011,2016,5,1,4
"MBDC1402","CaSNP","yes",1,13,2011,NA,NA,NA,4
"MBDC1450","TIARA: Total Integrated Archive of Short-Read and Array ","yes",1,12,2011,2012,1,0,4
"MBDC1332","SuperSweet","yes",1,11,2011,NA,NA,NA,4
"MBDC0399","VKCDB: Voltage-gated K+ Channel DataBase","yes",1,10,2011,NA,NA,NA,4
"MBDC1307","DAnCER: Disease-Annotated Chromatin Epigenetics Resource","yes",1,10,2011,2012,1,0,4
"MBDC1322","NIASGBdb","yes",1,10,2011,2016,5,1,4
"MBDC1415","IGDD: Indian Genetic Disease Database","yes",1,10,2011,NA,NA,NA,4
"MBDC1431","PCRPi-DB: Presaging Critical Residues in Protein Interfaces Database","yes",1,7,2011,2016,5,1,4
"MBDC1445","SAHG: Structure Atlas of Human Genome ","yes",1,7,2011,2010,-1,0,4
"MBDC1439","PSSRdb: Polymorphic Simple Sequence Repeats database","yes",1,6,2011,NA,NA,NA,4
"MBDC1416","IGRhCellID: Integrated Genomic Resources of human Cell lines for Identification","yes",1,2,2011,2010,-1,0,4
"MBDC1419","Laminin Database","yes",2,4,2011,NA,NA,NA,4
"MBDC1548","EMBL-EBI ChEMBL","yes",2,1201,2012,2016,4,1,1
"MBDC1551","Phytozome","yes",1,802,2012,2017,5,1,1
"MBDC1529","HaploReg","yes",2,551,2012,2015,3,1,1
"MBDC1558","ExoCarta","yes",1,261,2012,2016,4,1,1
"MBDC1565","WikiPathways","yes",2,229,2012,2017,5,1,1
"MBDC1704","JGI MycoCosm","yes",2,318,2012,2017,5,1,1
"MBDC1530","Disease Ontology","yes",2,215,2012,2016,4,1,1
"NAR9312","Uniprot GOA: Gene Ontology Annotation","yes",1,165,2012,2017,5,1,1
"MBDC0297","NCBI Taxonomy","yes",2,177,2012,NA,NA,NA,1
"MBDC1478","OPM: Orientations of Proteins in Membranes","yes",1,137,2012,NA,NA,NA,1
"MBDC1553","PLEXdb","yes",1,134,2012,2013,1,0,1
"MBDC1511","PomBase","yes",2,134,2012,2016,4,1,1
"MBDC1524","PINA: Protein Interaction Network Analysis","yes",1,98,2012,NA,NA,NA,1
"MBDC1483","COD: Crystallography Open Database","yes",1,88,2012,2016,4,1,2
"MBDC1473","ConoServer","yes",1,87,2012,2015,3,1,2
"MBDC1459","NeXtProt","yes",2,119,2012,2016,4,1,2
"MBDC1463","doRiNA","yes",2,97,2012,2014,2,1,2
"MBDC1460","AnimalTFDB: Animal Transcription Factor Database","yes",2,92,2012,2014,2,1,2
"MBDC1542","GWASdb","yes",2,80,2012,2015,3,1,2
"MBDC1514","Equilibrator","yes",1,69,2012,NA,NA,NA,2
"MBDC1537","AutismKB","yes",1,66,2012,2012,0,0,2
"MBDC1516","SABIO-RK","yes",1,63,2012,2017,5,1,2
"MBDC1527","OGEE: Online GEne Essentiality database","yes",1,62,2012,NA,NA,NA,2
"MBDC1051","ViPR","yes",1,59,2012,2017,5,1,2
"MBDC1487","PDBj: Protein Data Bank Japan","yes",1,58,2012,2017,5,1,2
"MBDC1520","YMDB","yes",1,58,2012,NA,NA,NA,2
"MBDC1550","MitoMiner","yes",2,55,2012,2016,4,1,2
"MBDC1507","ProOpDB: PROkaryotic OPeron DataBase","yes",1,50,2012,NA,NA,NA,2
"MBDC1509","FungiDB","yes",1,50,2012,2016,4,1,2
"MBDC1566","SNPedia","yes",1,50,2012,NA,NA,NA,2
"MBDC1482","BitterDB","yes",1,49,2012,2013,1,0,2
"MBDC1506","ICEberg: Integrative and Conjugative Elements","yes",1,49,2012,NA,NA,NA,2
"MBDC1498","Pocketome","yes",1,46,2012,2016,4,1,2
"MBDC1538","NCBI BGMUT: Blood Group Antigen Gene Mutation Database","yes",1,46,2012,NA,NA,NA,2
"MBDC1545","modMine","yes",1,43,2012,2014,2,1,2
"MBDC1470","BDB: Biopanning Data Bank","yes",2,45,2012,2017,5,1,2
"MBDC1544","GeneWeaver","yes",2,42,2012,NA,NA,NA,2
"MBDC1475","HIstome","yes",1,40,2012,2011,-1,0,2
"NAR9046","DAMPD: Dragon Antimicrobial Peptide Database","yes",1,40,2012,NA,NA,NA,2
"MBDC1174","HmtDB: Human Mitochondrial Databse","yes",1,38,2012,2016,4,1,2
"MBDC1178","TDR Targets: Tropical Disease Research Targets","yes",1,38,2012,2011,-1,0,2
"MBDC1563","SubtiWiki","yes",3,66,2012,NA,NA,NA,2
"MBDC1502","EMBL-EBI MIRIAM: Minimum Information Required in the Annotation of Models Registry","yes",1,36,2012,2016,4,1,3
"MBDC1531","canSAR","yes",3,69,2012,NA,NA,NA,3
"NAR9062","EMBL-EBI Identifiers.org","yes",1,36,2012,NA,NA,NA,3
"MBDC1539","DiseaseMeth","yes",1,35,2012,2016,4,1,3
"MBDC1457","NCBI BioProject","yes",1,34,2012,NA,NA,NA,3
"NAR9191","NCBI BioSample","yes",1,34,2012,NA,NA,NA,3
"MBDC1494","IDEAL: Intrinsically Disordered proteins with Extensive Annotations and Literature","yes",2,46,2012,2016,4,1,3
"MBDC1512","EMBL-EBI Rhea","yes",2,41,2012,2017,5,1,3
"NAR9170","MethylomeDB","yes",1,32,2012,NA,NA,NA,3
"MBDC1167","CoryneRegNet","yes",1,31,2012,NA,NA,NA,3
"MBDC1462","YeTFaSCo: Yeast Transcription Factor Specificity Compendium","yes",1,30,2012,2012,0,0,3
"MBDC1555","LegumeIP","yes",2,30,2012,NA,NA,NA,3
"MBDC1458","EMBL-EBI BioSD: BioSample Database ","yes",2,33,2012,NA,NA,NA,3
"MBDC1476","TopFIND","yes",2,42,2012,2015,3,1,3
"MBDC1521","FunCoup: Functional Coupling","yes",2,64,2012,2014,2,1,3
"MBDC1465","miRNEST","yes",2,28,2012,NA,NA,NA,3
"MBDC1552","PlantNATsDB: Natural Antisense Transcripts DataBase","yes",1,23,2012,2014,2,1,3
"MBDC1567","SEQanswers wiki","yes",1,22,2012,2015,3,1,3
"MBDC1564","959 Nematode Genomes","yes",1,21,2012,2011,-1,0,3
"MBDC1499","PoSSuM: Pocket Similarity Search using Multiple-sketches","yes",2,24,2012,2014,2,1,3
"MBDC1486","RNA CoSSMos: Characterization of Secondary Structure Motifs","yes",1,19,2012,NA,NA,NA,3
"MBDC1536","ADHDgene","yes",1,19,2012,2014,2,1,3
"MBDC1556","DIGIT: Database of Immunoglobulins with Integrated Tools","yes",1,19,2012,NA,NA,NA,3
"MBDC1562","EcoliWiki","yes",1,19,2012,2016,4,1,3
"NAR9125","hiPathDB: human-integrated pathway databas","yes",1,19,2012,NA,NA,NA,3
"MBDC1467","VIRsiRNAdb","yes",1,18,2012,NA,NA,NA,3
"MBDC1515","FunTree","yes",2,18,2012,NA,NA,NA,3
"MBDC1468","CharProtDB: Characterized Protein Database","yes",1,17,2012,NA,NA,NA,4
"MBDC1485","MINAS: Metal Ions in Nucleic AcidS","yes",1,17,2012,NA,NA,NA,4
"MBDC1497","STAP: Statistical Torsion Angle Potential","yes",1,17,2012,NA,NA,NA,3
"MBDC1501","PSCDB: Protein Structural Change DataBase ","yes",1,17,2012,NA,NA,NA,3
"MBDC1505","DBETH: Database for Bacterial ExoToxin","yes",1,16,2012,NA,NA,NA,4
"MBDC1508","ProPortal","yes",1,16,2012,2014,2,1,4
"MBDC1477","MIPModDB","yes",1,15,2012,NA,NA,NA,4
"MBDC1519","MMMDB: Mouse Multiple tissue Metabolome Database","yes",1,15,2012,2011,-1,0,4
"MBDC1472","BYKdb: Bacterial protein tYrosine Kinase database ","yes",1,14,2012,2016,4,1,4
"MBDC1474","Death Domain Database","yes",1,14,2012,2012,0,0,4
"MBDC1540","DistiLD database","yes",1,14,2012,NA,NA,NA,4
"MBDC1561","GONUTS: Gene Ontology Normal Usage Tracking System","yes",1,14,2012,2016,4,1,4
"MBDC1526","Newt-omics","yes",1,13,2012,NA,NA,NA,4
"MBDC1534","SCDE: Stem Cell Discovery Engine","yes",1,13,2012,NA,NA,NA,4
"MBDC1480","ProGlycProt","yes",1,11,2012,2012,0,0,4
"MBDC1490","ccPDB: Compilation and Creation of datasets from PDB","yes",1,11,2012,2015,3,1,4
"MBDC1541","Dr.VIS: Viral Integration Sites ","yes",2,15,2012,2014,2,1,4
"MBDC1500","ProtChemSI: Protein Chemical Structural Interactions","yes",1,10,2012,NA,NA,NA,4
"MBDC1518","iPAVS: Integrated Pathway Resources, Analysis and Visualization System ","yes",1,10,2012,2015,3,1,4
"MBDC1528","zfishbook","yes",1,10,2012,NA,NA,NA,4
"MBDC1533","IGDB.NSCLC: Integrated Genomic Database of Non-Small Cell Lung Cancer","yes",1,9,2012,NA,NA,NA,4
"MBDC1466","NAPP: Nucleic Acid Phylogenetic Profiling","yes",1,7,2012,2011,-1,0,4
"MBDC1488","AH-DB: Apo–Holo DataBase","yes",1,7,2012,2013,1,0,4
"MBDC1510","PhenoM","yes",1,7,2012,2011,-1,0,4
"MBDC1479","Polbase","yes",1,6,2012,2016,4,1,4
"MBDC1484","SCRIPDB: Syntheses Chemicals and Reactions In Patents Database ","yes",1,5,2012,NA,NA,NA,4
"MBDC1503","LANL HFV/Ebola Database","yes",1,5,2012,2015,3,1,4
"MBDC1492","DARC site: Database of Aligned Ribosomal Complexes","yes",1,4,2012,NA,NA,NA,4
"MBDC1491","Cube-DB","yes",1,3,2012,NA,NA,NA,4
"MBDC1471","SitEx","yes",1,2,2012,NA,NA,NA,4
"MBDC1489","CAPS-DB","yes",1,2,2012,2014,2,1,4
"MBDC1557","DNAtraffic","yes",1,2,2012,2011,-1,0,4
"MBDC1504","BuG@Sbase: Bacterial Microarray Group at St George's Database","yes",1,1,2012,NA,NA,NA,4
