"db_id","article_id","resource_name","access","available","unavailable_message","available_update_date","notes","article_year","citations","status","debut_yr","total_articles","total_citations","article_status","issue_rank","issue_percent_rank","ave_issue_percent_rank","quartile"
"MBDC0232",1314,"ARED: Adenylate uridylate-Rich Elements Database","http://rc.kfshrc.edu.sa/ared/","no","related generic reseach institution site redirect","not_applicable","not_applicable",2006,214,"yes",2001,4,711,"update",29,0.820987654320988,0.733259314712949,2
"MBDC0824",1265,"mtDB: Human Mitochondrial Genome Database","http://www.genpat.uu.se/mtDB","yes","not_applicable","unknown","not_applicable",2006,213,"yes",2006,1,213,"debut",30,0.814814814814815,0.814814814814815,1
"NAR9177",1309,"MIPS: Martinsried Institute for Protein Sequences","http://mips.gsf.de","no","related generic reseach institution site redirect","not_applicable","not_applicable",2006,210,"no",1997,9,2046,"update",31,0.808641975308642,0.779562801055624,1
"MBDC1260",1270,"PSI KB: Protein Structure Initiative Knowledgebase","http://sg.pdb.org","yes","not_applicable","2017","not_applicable",2006,191,"yes",2006,2,249,"debut",32,0.802469135802469,0.671952799945433,2
"MBDC0843",1313,"Plant MPSS: Massively Parallel Signature Sequencing","http://mpss.udel.edu","yes","not_applicable","unknown","Honest; Service Status; “The data in these databases are from an obsolete technology.” and Also “Please note, however, that the availability of this data and information does not constitute scientific publication; we request that you respect our right to publish on the complete data sets.” ",2006,183,"yes",2006,1,183,"debut",33,0.796296296296296,0.796296296296296,1
"MBDC0857",1319,"EMBL-EBI PRIDE: PRoteomics IDEntifications","http://www.ebi.ac.uk/pride","yes","not_applicable","2017","not_applicable",2006,181,"yes",2006,5,1470,"debut",34,0.790123456790123,0.763552738716137,1
"MBDC0028",1230,"ASD: Alternative Splicing Database","http://www.ebi.ac.uk/asd","no","discontinued notice","not_applicable","not_applicable",2006,180,"no",2004,2,341,"update",35,0.783950617283951,0.764389101745424,1
"MBDC0116",1272,"RegulonDB","http://regulondb.ccg.unam.mx","yes","not_applicable","2016","not_applicable",2006,173,"yes",1998,10,1445,"update",36,0.777777777777778,0.729734977120701,2
"MBDC0331",1241,"MODBASE","http://salilab.org/modbase","yes","not_applicable","2013","not_applicable",2006,169,"yes",2000,7,802,"update",37,0.771604938271605,0.685344544472666,2
"MBDC0071",1197,"FlyBase","http://flybase.org","yes","not_applicable","2016","not_applicable",2006,160,"yes",1994,17,2876,"update",38,0.765432098765432,0.728262508297606,2
"MBDC0101",1303,"ZFIN: Zebrafish Information Network","http://zfin.org","yes","not_applicable","unknown","Examples dates; last newsletter is 2009 - the archives just looks like events",2006,159,"yes",2001,6,616,"update",39,0.759259259259259,0.690479410491591,2
"MBDC0516",1193,"JASPAR","http://jaspar.genereg.net","yes","not_applicable","2016","not_applicable",2006,147,"yes",2004,6,2207,"update",40,0.753086419753086,0.893620905926518,1
"MBDC0075",1302,"JGI GOLD: Genomes OnLine Database","http://www.genomesonline.org","yes","not_applicable","2017","not_applicable",2006,138,"yes",2001,6,1297,"update",41,0.746913580246914,0.856328767197115,1
"MBDC0860",1297,"RAP-DB: Rice Annotation Project Database","http://rapdb.lab.nig.ac.jp/","no","can't be reached","not_applicable","not_applicable",2006,137,"yes",2006,2,350,"debut",42,0.740740740740741,0.808873044167162,1
"MBDC0855",1328,"PMDB: Protein Model Database","http://www.caspur.it/PMDB","no","not found","not_applicable","not_applicable",2006,134,"no",2006,1,134,"debut",43,0.734567901234568,0.734567901234568,2
"MBDC0607",1307,"Gramene","http://www.gramene.org","yes","not_applicable","2016","not_applicable",2006,132,"yes",2002,6,551,"update",44,0.728395061728395,0.71520728641128,2
"MBDC0504",1247,"IMGT/LIGM-DB","http://imgt.cines.fr","no","can't be reached","not_applicable","not_applicable",2006,131,"no",2006,1,131,"debut",45,0.722222222222222,0.722222222222222,2
"MBDC0895",1281,"miRNAMap","http://mirnamap.mbc.nctu.edu.tw/","yes","not_applicable","2007","Interface; rainbow tabs!",2006,124,"yes",2006,2,262,"debut",46,0.716049382716049,0.743051429325939,2
"MBDC0073",1271,"HGNC Genenames.org","http://www.gene.ucl.ac.uk/cgi-bin/nomenclature/searchgenes.pl","no","can't be reached","not_applicable","not_applicable",2006,123,"yes",2002,7,857,"update",47,0.709876543209877,0.712463044977066,2
"MBDC0885",1210,"dbPTM: Database of Post-Translational Modifications","http://dbPTM.mbc.nctu.edu.tw/","yes","not_applicable","unknown","DB Content; refining our previously developed prediction tool, KinasePhos (http://kinasephos.mbc.nctu.edu.tw/)",2006,114,"yes",2006,3,190,"debut",48,0.703703703703704,0.703703703703704,2
"MBDC0807",1231,"DBD: DNA-binding domain","www.transcriptionfactor.org","yes","not_applicable","2011","not_applicable",2006,110,"yes",2006,2,257,"debut",50,0.691358024691358,0.741400937479369,2
"MBDC0861",1266,"RMD: Rice Mutant Database","http://rmd.ncpgr.cn","yes","not_applicable","unknown","not_applicable",2006,110,"yes",2006,1,110,"debut",49,0.697530864197531,0.697530864197531,2
"MBDC0863",1286,"SCOPPI: Structural Classification of Protein-Protein Interfaces","www.scoppi.org","no","unrelated site redirect","not_applicable","not_applicable",2006,110,"no",2006,1,110,"debut",51,0.685185185185185,0.685185185185185,2
"MBDC0840",1326,"MODOMICS","http://genesilico.pl/modomics/","yes","not_applicable","unknown","not_applicable",2006,107,"yes",2006,3,491,"debut",52,0.679012345679012,0.679285178364368,2
"MBDC0117",1204,"University of Minnesota Biocatalysis/Biodegradation Database","http://umbbd.ahc.umn.edu/","no","can't be reached","not_applicable","not_applicable",2006,106,"no",1999,6,334,"update",53,0.672839506172839,0.457139926343733,3
"MBDC0262",1325,"MolMovDB: Database of Macromolecular Motions","http://molmovdb.org","yes","not_applicable","unknown","not_applicable",2006,105,"yes",2003,2,235,"update",55,0.660493827160494,0.672352176738142,2
"MBDC0827",1323,"IGTC: International Gene Trap Consortium Website","www.genetrap.org","yes","not_applicable","2017","not_applicable",2006,105,"yes",2006,1,105,"debut",54,0.666666666666667,0.666666666666667,2
"MBDC0585",1267,"SMR: SWISS-MODEL Repository","http://swissmodel.expasy.org/repository/","yes","not_applicable","2017","not_applicable",2006,99,"yes",2004,3,1405,"update",56,0.654320987654321,0.815795444478157,1
"MBDC0033",1232,"EPD: Eukaryotic Promoter Database","http://www.epd.isb-sib.ch","no","can't be reached","not_applicable","not_applicable",2006,92,"yes",1998,8,509,"update",57,0.648148148148148,0.608427618060833,2
"MBDC0761",1296,"VIPERdb","http://viperdb.scripps.edu","yes","not_applicable","unknown","not_applicable",2006,90,"yes",2006,2,255,"debut",58,0.641975308641975,0.702203123934247,2
"MBDC0280",1194,"ProTherm","http://gibk26.bse.kyutech.ac.jp/jouhou/Protherm/protherm.html","no","can't be reached","not_applicable","not_applicable",2006,88,"no",1999,5,403,"update",60,0.62962962962963,0.57306967547972,2
"MBDC0852",1327,"PHI-base: Pathogen Host Interactions database","www4.rothamsted.bbsrc.ac.uk/phibase","no","can’t be reached","not_applicable","not_applicable",2006,88,"yes",2006,3,198,"debut",59,0.635802469135802,0.633409255958276,2
"NAR9237",1194,"ProNIT","http://gibk26.bse.kyutech.ac.jp/jouhou/pronit/pronit.html","no","can't be reached","not_applicable","not_applicable",2006,88,"no",2006,1,88,"debut",61,0.623456790123457,0.623456790123457,2
"MBDC0356",1312,"RTPrimerDB","http://medgen.ugent.be/rtprimerdb","no","forbidden","not_applicable","not_applicable",2006,85,"yes",2003,3,332,"update",62,0.617283950617284,0.664491014043533,2
"MBDC0871",1205,"StellaBase","http://www.stellabase.org","yes","not_applicable","unknown","not_applicable",2006,83,"yes",2006,2,99,"debut",63,0.611111111111111,0.37774806892454,3
"MBDC0341",1201,"TRANSPATH","http://www.gene-regulation.com/pub/databases.html","yes","not_applicable","unknown","not_applicable",2006,82,"yes",2003,2,146,"update",64,0.604938271604938,0.535551842569386,2
"MBDC0876",1287,"UCSC Archaeal Genome Browser","http://archaea.ucsc.edu/","yes","not_applicable","unknown","not_applicable",2006,82,"yes",2006,2,126,"debut",65,0.598765432098765,0.579685746352413,2
"NAR9180",1212,"MitoP2","http://www.mitop.de","no","can't be reached","not_applicable","not_applicable",2006,80,"no",2004,2,148,"update",66,0.592592592592593,0.554916985951469,2
"MBDC0806",1310,"CyBase","http://research.imb.uq.edu.au/cybase","no","not found","not_applicable","not_applicable",2006,75,"no",2006,2,196,"debut",67,0.58641975308642,0.664867630553905,2
"MBDC0706",1306,"NOPdb: Nucleolar Proteome Database","http://www.lamondlab.com/NOPdb","no","not found","not_applicable","not_applicable",2006,74,"no",2006,2,214,"debut",68,0.580246913580247,0.660289202646477,2
"MBDC0805",1206,"cisRED","www.cisred.org","yes","not_applicable","2009","not_applicable",2006,72,"yes",2006,1,72,"debut",70,0.567901234567901,0.567901234567901,2
"NAR9276",1341,"SitesBase","http://www.bioinformatics.leeds.ac.uk/sb","no","can't be reached","not_applicable","not_applicable",2006,72,"no",2006,1,72,"debut",69,0.574074074074074,0.574074074074074,2
"MBDC0446",1292,"dictyBase","http://dictybase.org","yes","not_applicable","2016","not_applicable",2006,71,"yes",2002,6,235,"update",72,0.555555555555556,0.343351966921125,3
"MBDC0836",1221,"LOCATE","http://locate.imb.uq.edu.au","yes","not_applicable","unknown","not_applicable",2006,71,"yes",2006,2,149,"debut",71,0.561728395061728,0.564286657423912,2
"MBDC0439",1257,"CryptoDB: Cryptosporidium Genomics Resource","http://CryptoDB.org","yes","not_applicable","2016","not_applicable",2006,70,"yes",2004,2,108,"update",74,0.54320987654321,0.41988080034057,3
"MBDC0812",1245,"EMAGE: Edinburgh Mouse Atlas of Gene Expression","http://genex.hgu.mrc.ac.uk/Emage/database","no","can't be reached","not_applicable","not_applicable",2006,70,"yes",2006,4,186,"debut",73,0.549382716049383,0.427400365308862,3
"MBDC0796",1209,"AffinDB","http://www.agklebe.de/affinity","no","related generic reseach institution site redirect","not_applicable","not_applicable",2006,67,"no",2006,1,67,"debut",75,0.537037037037037,0.537037037037037,2
"MBDC0051",1186,"WormBase","http://wormbase.org","yes","not_applicable","2017","not_applicable",2006,66,"yes",2001,11,1142,"update",76,0.530864197530864,0.680764031108311,2
"MBDC0002",1195,"EMBL-EBI ENA: European Nucleotide Archive","www.ebi.ac.uk/embl","yes","not_applicable","2017","not_applicable",2006,65,"yes",1991,23,1469,"update",77,0.524691358024691,0.577741025455989,2
"NAR9271",1198,"SGD Genome Snapshot","http://db.yeastgenome.org/cgi-bin/genomeSnapShot.pl","no","not found","not_applicable","not_applicable",2006,65,"no",2006,1,65,"debut",78,0.518518518518519,0.518518518518519,2
"MBDC0802",1263,"CAGE: Cap-analysis Gene Expression Basic/Analysis Databases","http://fantom3.gsc.riken.jp/","yes","not_applicable","2007","Service Status; [Notice] FANTOM servers, including the cDNA viewer and the CAGE databases, will stop on 22nd October, 2007 (JST)",2006,64,"yes",2006,1,64,"debut",79,0.512345679012346,0.512345679012346,2
"MBDC0815",1317,"MIPS FGDB: Fusarium graminearum Genome Database","http://mips.gsf.de/genre/proj/fusarium/","no","not found","not_applicable","not_applicable",2006,63,"no",2006,2,116,"debut",80,0.506172839506173,0.539971665654726,2
"MBDC0087",1334,"MGD: Mouse Genome Database","http://www.informatics.jax.org","yes","not_applicable","2016","not_applicable",2006,60,"yes",1997,20,1878,"update",81,0.5,0.633001319915661,2
"MBDC0817",1284,"FlyRNAi","http://flyRNAi.org/cgi-bin/RNAi_screens.pl","yes","not_applicable","unknown","Access - Transfer/Redirect; redirect",2006,59,"yes",2006,2,80,"debut",82,0.493827160493827,0.406004489337823,3
"MBDC0820",1329,"GRSDB: G-Rich Sequences Database","http://bioinformatics.ramapo.edu/grsdb","yes","not_applicable","unknown","Provenance; NOTE This project has been superseded by G-quadruplex Database 2.0",2006,58,"yes",2006,2,110,"debut",84,0.481481481481482,0.470687264804912,3
"NAR9017",1339,"Argonaute","http://www.ma.uni-heidelberg.de/apps/zmf/argonaute/interface","no","discontinued notice","not_applicable","Service Status; ARGONAUTE is out of date and has been replaced by miRWalk!",2006,58,"no",2006,1,58,"debut",83,0.487654320987654,0.487654320987654,3
"MBDC0821",1207,"HOLLYWOOD","http://hollywood.mit.edu","yes","not_applicable","unknown","Access - Failure Notes; password protected",2006,54,"yes",2006,1,54,"debut",85,0.475308641975309,0.475308641975309,3
"NAR9325",1216,"xBASE","http://xbase.bham.ac.uk","no","can't be reached","not_applicable","not_applicable",2006,54,"no",2006,2,144,"debut",86,0.469135802469136,0.558097312999274,2
"MBDC0854",1225,"PINT: Protein-protein Interactions Thermodynamic Database","http://www.bioinfodatabase.com/pint/index.html","no","service unavailable","not_applicable","Access - Failure Notes; pages up but searches fail",2006,52,"no",2006,1,52,"debut",87,0.462962962962963,0.462962962962963,3
"MBDC0872",1213,"TED: Tomato Expression Database","http://ted.bti.cornell.edu","yes","not_applicable","unknown","not_applicable",2006,50,"yes",2006,2,93,"debut",88,0.45679012345679,0.485225662821291,3
"MBDC0870",1279,"SoyGD: Soybean Genome Database","http://soybeangenome.siu.edu","no","can't be reached","not_applicable","not_applicable",2006,48,"no",2006,1,48,"debut",89,0.450617283950617,0.450617283950617,3
"MBDC0804",1340,"ChloroplastDB","http://chloroplast.cbio.psu.edu/","yes","not_applicable","2007","not_applicable",2006,47,"yes",2006,1,47,"debut",93,0.425925925925926,0.425925925925926,3
"MBDC0819",1336,"GLIDA: GPCR-LIgand Database","http://gdds.pharm.kyoto-u.ac.jp:8081/glida","no","can't be reached","not_applicable","not_applicable",2006,47,"yes",2006,2,131,"debut",90,0.444444444444444,0.529708853238265,2
"MBDC0849",1342,"Panzea","http://www.panzea.org","yes","not_applicable","unknown","not_applicable",2006,47,"yes",2006,2,66,"debut",91,0.438271604938272,0.315392486961114,3
"MBDC0873",1289,"TGD: Tetrahymena Genome Database","www.ciliate.org","yes","not_applicable","2017","not_applicable",2006,47,"yes",2006,1,47,"debut",92,0.432098765432099,0.432098765432099,3
"MBDC0795",1294,"ABS: Annotated regulatory Binding Sites","http://genome.imim.es/datasets/abs2005/index.html","yes","not_applicable","2006","not_applicable",2006,46,"yes",2006,1,46,"debut",95,0.41358024691358,0.41358024691358,3
"MBDC0903",1338,"Super Natural","http://bioinformatics.charite.de/supernatural","yes","not_applicable","unknown","not_applicable",2006,46,"yes",2006,2,59,"debut",94,0.419753086419753,0.419753086419753,3
"MBDC0294",1264,"IGC: Imprinted Gene Catalogue","www.otago.ac.nz/IGC","yes","not_applicable","unknown","not_applicable",2006,45,"yes",2001,2,218,"update",98,0.395061728395062,0.600592088687327,2
"MBDC0415",1208,"ASAP: A Systematic Annotation Package","https://asap.ahabs.wisc.edu/asap/logon.php","yes","not_applicable","unknown","not_applicable",2006,45,"yes",2003,2,165,"update",96,0.407407407407407,0.527011974380395,2
"MBDC0848",1224,"OryGenesDB","http://orygenesdb.cirad.fr/","yes","not_applicable","2011","not_applicable",2006,45,"yes",2006,2,71,"debut",99,0.388888888888889,0.33256599140577,3
"NAR9246",1189,"PUMA2","http://compbio.mcs.anl.gov/puma2","no","can't be reached","not_applicable","not_applicable",2006,45,"no",2006,1,45,"debut",97,0.401234567901235,0.401234567901235,3
"MBDC0813",1274,"Epitome","http://www.rostlab.org/services/epitome/","yes","not_applicable","unknown","not_applicable",2006,44,"yes",2006,1,44,"debut",101,0.376543209876543,0.376543209876543,3
"NAR9200",1200,"NPInter","http://www.bioinfo.org.cn/NPInter","yes","not_applicable","2015","not_applicable",2006,44,"yes",2006,2,75,"debut",100,0.382716049382716,0.382716049382716,3
"MBDC0608",1244,"PANDIT","http://www.ebi.ac.uk/goldman-srv/pandit","yes","not_applicable","2005","Funding; Service Status; Efforts to obtain renewed funding after 2008 were unfortunately not successful.  PANDIT has therefore been frozen since November 2008, and its data are not updated since September 2005 when version 17.0 was released (corresponding to Pfam 17.0).  The existing data and website remain available from these pages, and should remain stable and, we hope, useful.",2006,43,"yes",2006,1,43,"debut",102,0.37037037037037,0.37037037037037,3
"MBDC0791",1246,"YGOB: Yeast Gene Order Browser","http://wolfe.gen.tcd.ie/ygob","yes","not_applicable","2012","not_applicable",2006,43,"yes",2006,1,43,"debut",103,0.364197530864197,0.364197530864197,3
"MBDC0831",1254,"IRESite: Internal Ribosome Entry Site","http://www.iresite.org","yes","not_applicable","2015","not_applicable",2006,41,"yes",2006,2,91,"debut",104,0.358024691358025,0.38641975308642,3
"MBDC0846",1243,"ODB: Operon DataBase","http://odb.kuicr.kyoto-u.ac.jp","no","can't be reached","not_applicable","not_applicable",2006,41,"yes",2006,2,52,"debut",105,0.351851851851852,0.22237401335762,4
"MBDC0835",1202,"LMPD: LIPID MAPS Proteome Database","http://www.lipidmaps.org/data/proteome/index.cgi","yes","not_applicable","unknown","not_applicable",2006,39,"yes",2006,1,39,"debut",106,0.345679012345679,0.345679012345679,3
"MBDC0248",1305,"SRPDB: Signal Recognition Particle Database","http://srpdb.kvl.dk/","yes","not_applicable","unknown","not_applicable",2006,38,"yes",1992,11,296,"update",107,0.339506172839506,0.302306008498003,3
"MBDC0250",1305,"tmRDB: tmRNA database","http://tmrdb.kvl.dk/","yes","not_applicable","unknown","not_applicable",2006,38,"yes",1998,6,147,"update",109,0.327160493827161,0.256226192726169,3
"MBDC0483",1229,"Genolevures","http://cbi.labri.fr/Genolevures/","no","can't be reached","not_applicable","not_applicable",2006,38,"no",2004,3,174,"update",108,0.333333333333333,0.455303655722783,3
"NAR9164",1295,"MeRNA: Metals in RNA","http://merna.lbl.gov","no","can't be reached","not_applicable","not_applicable",2006,37,"no",2006,1,37,"debut",110,0.320987654320988,0.320987654320988,3
"MBDC0591",1255,"DBTSS: DataBase of Transcriptional Start Sites","http://dbtss.hgc.jp","yes","not_applicable","2015","not_applicable",2006,35,"yes",2002,7,341,"update",112,0.308641975308642,0.403540301623184,3
"NAR9244",1320,"pSTIING","http://pstiing.licr.org","no","unrelated site redirect","not_applicable","not_applicable",2006,35,"no",2006,1,35,"debut",111,0.314814814814815,0.314814814814815,3
"MBDC0472",1233,"Gene3D","http://cathwww.biochem.ucl.ac.uk:8080/Gene3","no","can't be reached","not_applicable","not_applicable",2006,33,"yes",2003,8,280,"update",115,0.290123456790123,0.394379562327619,3
"MBDC0814",1192,"EROP-Moscow: Endogenous Regulatory OligoPeptides","http://erop.inbi.ras.ru","yes","not_applicable","2016","not_applicable",2006,33,"yes",2006,1,33,"debut",114,0.296296296296296,0.296296296296296,3
"MBDC0867",1275,"SIMAP: SImilarity MAtrix of Proteins","http://mips.gsf.de/simap","yes","not_applicable","2015","not_applicable",2006,33,"yes",2006,4,93,"debut",113,0.302469135802469,0.281994234281816,3
"MBDC0001",1227,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2006,32,"yes",1997,19,586,"update",117,0.277777777777778,0.369554033710743,3
"MBDC0856",1203,"PPD: Protein pKa Database","http://www.jenner.ac.uk/PPD","no","not found","not_applicable","not_applicable",2006,32,"no",2006,1,32,"debut",116,0.283950617283951,0.283950617283951,3
"MBDC0783",1300,"REFOLD database","http://refold.med.monash.edu.au","no","can't be reached","not_applicable","not_applicable",2006,31,"no",2006,1,31,"debut",118,0.271604938271605,0.271604938271605,3
"MBDC0833",1282,"ITTACA: Integrated Tumor Transcriptome Array and Clinical data Analysis","http://bioinfo.curie.fr/ittaca","no","discontinued notice","not_applicable","not_applicable",2006,31,"no",2006,1,31,"debut",119,0.265432098765432,0.265432098765432,3
"NAR9060",1259,"EMBL-EBI E-MSD: Macromolecular Structure Database","http://www.ebi.ac.uk/msd/","yes","not_applicable","2016","Access - Transfer/Redirect; redirects to PDB Europe",2006,31,"yes",2003,4,253,"update",120,0.259259259259259,0.47284566780937,3
"MBDC0548",1235,"OMIA: Online Mendelian Inheritance in Animals","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=omia","no","not found","not_applicable","not_applicable",2006,30,"no",2003,2,58,"update",122,0.246913580246914,0.255035737491878,3
"MBDC0793",1291,"CTGA: Catalogue of Transmission Genetics in Arabs","http://www.cags.org.ae","yes","not_applicable","unknown","not_applicable",2006,30,"yes",2006,1,30,"debut",121,0.253086419753086,0.253086419753086,3
"MBDC0786",1331,"BIOZON","http://biozon.org/","yes","not_applicable","unknown","not_applicable",2006,29,"yes",2006,1,29,"debut",124,0.234567901234568,0.234567901234568,4
"NAR9224",1185,"Phytome","http://www.phytome.org","no","unrelated site redirect","not_applicable","not_applicable",2006,29,"no",2006,1,29,"debut",123,0.240740740740741,0.240740740740741,4
"MBDC0842",1293,"MPromDb: Mammalian Promoter Database","http://bioinformatics.med.ohio-state.edu/MPromDb","no","can't be reached","not_applicable","not_applicable",2006,28,"no",2006,2,55,"debut",125,0.228395061728395,0.291793159279498,3
"NAR9088",1222,"FLIGHT","www.flight.licr.org","no","can't be reached","not_applicable","not_applicable",2006,28,"no",2006,1,28,"debut",126,0.222222222222222,0.222222222222222,4
"MBDC0850",1315,"PepSeeker","http://nwsr.smith.man.ac.uk/pepseeker","no","can't be reached","not_applicable","not_applicable",2006,27,"no",2006,1,27,"debut",128,0.209876543209877,0.209876543209877,4
"MBDC0862",1304,"RNAi Codex","http://codex.cshl.org","yes","not_applicable","2009","not_applicable",2006,27,"yes",2006,1,27,"debut",127,0.216049382716049,0.216049382716049,4
"MBDC0522",1219,"LIFEdb","http://www.LIFEdb.de","yes","not_applicable","unknown","not_applicable",2006,26,"yes",2004,2,59,"update",129,0.203703703703704,0.229438058748404,4
"MBDC0803",1316,"ChimerDB","http://genome.ewha.ac.kr/ChimerDB/","yes","not_applicable","unknown","not_applicable",2006,25,"yes",2006,2,67,"debut",132,0.185185185185185,0.281481481481481,3
"MBDC0810",1333,"DPVweb: Database of Plant Viruses","http://www.dpvweb.net/","yes","not_applicable","unknown","Service Status; PLEASE NOTE THAT THIS SITE WILL NOT BE UPDATED WITH SEQUENCE AND TAXONOMIC INFORMATION AFTER AUGUST 2013 ",2006,25,"yes",2006,1,25,"debut",131,0.191358024691358,0.191358024691358,4
"MBDC0837",1283,"Megx.net","http://www.megx.net","no","unrelated site redirect","not_applicable","not_applicable",2006,25,"no",2006,2,52,"debut",130,0.197530864197531,0.209876543209877,4
"MBDC0874",1228,"TIGR Maize Database","http://maize.tigr.org","yes","not_applicable","2007","not_applicable",2006,23,"yes",2006,1,23,"debut",133,0.179012345679012,0.179012345679012,4
"MBDC0586",1237,"TcruziDB","http://TcruziDB.org","yes","not_applicable","2017","not_applicable",2006,22,"yes",2004,2,32,"update",136,0.160493827160494,0.114729672200937,4
"MBDC0844",1324,"MulPSSM","http://crick.mbu.iisc.ernet.in/~mulpssm","no","service unavailable","not_applicable","not_applicable",2006,22,"no",2006,1,22,"debut",134,0.172839506172839,0.172839506172839,4
"NAR9319",1321,"VMD: VBI Microbial Database","http://phytophthora.vbi.vt.edu/","no","can't be reached","not_applicable","Naming; abbreviation within an abbreviation",2006,22,"no",2006,1,22,"debut",135,0.166666666666667,0.166666666666667,4
"MBDC0048",1256,"TransTerm","http://uther.otago.ac.nz/Transterm.html","no","can't be reached","not_applicable","not_applicable",2006,20,"yes",1993,10,250,"update",137,0.154320987654321,0.3184937498807,3
"MBDC0074",1196,"GOBASE","http://gobase.bcm.umontreal.ca/","yes","not_applicable","2010","not_applicable",2006,20,"yes",1998,5,140,"update",138,0.148148148148148,0.277543592440568,3
"MBDC0865",1218,"ShiBASE","http://www.mgc.ac.cn/ShiBASE/","yes","not_applicable","2014","not_applicable",2006,19,"yes",2006,1,19,"debut",140,0.135802469135803,0.135802469135803,4
"MBDC0904",1330,"TiProD: Tissue specific Promoter Database","http://tiprod.cbi.pku.edu.cn:8080/index.html","no","can't be reached","not_applicable","not_applicable",2006,19,"no",2006,1,19,"debut",141,0.12962962962963,0.12962962962963,4
"NAR9032",1301,"BodyMap","http://bodymap.jp","no","can't be reached","not_applicable","not_applicable",2006,19,"no",2000,3,74,"update",139,0.141975308641975,0.232566155823575,4
"MBDC0826",1223,"ICDS: Interrupted CoDing Sequences","http://www-bio3d-igbmc.u-strasbg.fr/ICDS/","no","can't be reached","not_applicable","not_applicable",2006,18,"no",2006,1,18,"debut",142,0.123456790123457,0.123456790123457,4
"NAR9219",1184,"PFGD: Phytophthora Functional Genomics Database","http://www.pfgd.org","no","can't be reached","not_applicable","not_applicable",2006,18,"no",2006,1,18,"debut",143,0.117283950617284,0.117283950617284,4
"MBDC0808",1238,"DBTGR: Databse of Trunicate Gene Regulation","http://dbtgr.hgc.jp","yes","not_applicable","unknown","not_applicable",2006,17,"yes",2006,1,17,"debut",144,0.111111111111111,0.111111111111111,4
"MBDC0176",1288,"LGICdb: Ligand Gated Ion Channel database ","http://www.ebi.ac.uk/compneur-srv/LGICdb/","yes","not_applicable","unknown","Service Status; Charming; Honest; very lovely no longer actively maintained notice",2006,16,"yes",1999,3,142,"update",145,0.104938271604938,0.427042915931805,3
"MBDC0789",1199,"NURSA: Nuclear Receptor Signaling Atlas","www.nursa.org","yes","not_applicable","unknown","not_applicable",2006,15,"yes",2006,1,15,"debut",146,0.0987654320987654,0.0987654320987654,4
"MBDC0823",1285,"HTPSELEX: High-Throughput SELEX Libraries","http://www.isrec.isb-sib.ch/htpselex","no","can't be reached","not_applicable","not_applicable",2006,15,"no",2006,1,15,"debut",147,0.0925925925925926,0.0925925925925926,4
"MBDC0839",1251,"MfunGD: Mouse Functional Genome Database","http://mips.gsf.de/genre/proj/mfungd/","no","not found","not_applicable","not_applicable",2006,14,"no",2006,1,14,"debut",148,0.0864197530864198,0.0864197530864198,4
"MBDC0834",1258,"LEGER","http://leger2.gbf.de/cgi-bin/expLeger.pl","no","can't be reached","not_applicable","not_applicable",2006,13,"no",2006,1,13,"debut",149,0.0802469135802469,0.0802469135802469,4
"MBDC0038",1234,"HvrBase: HyperVariable Region Database","http://www.hvrbase.org","no","unrelated site redirect","not_applicable","not_applicable",2006,12,"no",1998,3,96,"update",152,0.0617283950617284,0.352862521420441,3
"MBDC0822",1335,"Hptaa: Human Potential Tumor Associated Antigen database","http://www.hptaa.org","no","can't be reached","not_applicable","not_applicable",2006,12,"no",2006,1,12,"debut",151,0.0679012345679012,0.0679012345679012,4
"MBDC0866",1278,"SIDDBASE: Stress Induced DNA Duplex Destabilization database","www.gc.ucdavis.edu/benham/siddbase","no","not found","not_applicable","not_applicable",2006,12,"no",2006,1,12,"debut",153,0.0555555555555556,0.0555555555555556,4
"NAR9091",1187,"FSN: Flexible Structural Neighborhood","http://fatcat.burnham.org/fatcat/struct_neighbor","yes","not_applicable","unknown","not_applicable",2006,12,"yes",2006,1,12,"debut",150,0.0740740740740741,0.0740740740740741,4
"MBDC0888",1220,"DRASTIC: Database Resource for the Analysis of Signal Transduction In Cells","http://www.drastic.org.uk/","yes","not_applicable","2016","Service Status; Error messages: if you get a '505' error message try repeating the request in a different web browser eg Internet Explorer",2006,10,"yes",2006,1,10,"debut",154,0.0493827160493827,0.0493827160493827,4
"MBDC0890",1337,"EndoNet: Endocrine Network","http://endonet.bioinf.med.uni-goettingen.de/","yes","not_applicable","unknown","not_applicable",2006,9,"yes",2006,2,13,"debut",155,0.0432098765432098,0.0296263286459365,4
"MBDC0825",1290,"HUMHOT: HUman Meiotic recombination HOT spots","http://www.jncasr.ac.in/humhot","no","service unavailable","not_applicable","not_applicable",2006,5,"no",2006,1,5,"debut",156,0.0370370370370371,0.0370370370370371,4
"NAR9013",1215,"AOBase","http://www.bioit.org.cn/ao/aobase","no","not found","not_applicable","not_applicable",2006,4,"no",2006,1,4,"debut",158,0.0246913580246914,0.0246913580246914,4
"NAR9056",1249,"DMAPS: Database of Multiple Alignments for Protein Structures","http://bioinformatics.albany.edu/~dmaps","no","forbidden","not_applicable","not_applicable",2006,4,"no",2006,1,4,"debut",157,0.0308641975308642,0.0308641975308642,4
