article_id,db_id,resource_name,access,available,unavailable_message,available_update_date,notes,article_year,citations
1717,MBDC1199,GermSAGE,http://germsage.nichd.nih.gov/,yes,not_applicable,unknown,not_applicable,2009,13
1718,MBDC1216,BPS: Base-Pair Structure,http://bps.rutgers.edu,yes,not_applicable,unknown,not_applicable,2009,30
1719,MBDC1201,CleanEST,http://cleanest.kobic.re.kr/,yes,not_applicable,unknown,not_applicable,2009,9
1720,MBDC1203,TBDB: Tuberculosis Database,http://www.tbdb.org/,yes,not_applicable,2014,not_applicable,2009,119
1721,MBDC0706,NOPdb: Nucleolar Proteome Database,http://www.lamondlab.com/NOPdb3.0/,no,service unavailable,not_applicable,not_applicable,2009,140
1722,MBDC1278,miRecords,http://miRecords.umn.edu/miRecords,no,can't be reached,not_applicable,not_applicable,2009,616
1723,MBDC0003,NCBI Genbank,www.ncbi.nlm.nih.gov,yes,not_applicable,2017,not_applicable,2009,415
1724,MBDC1211,CAZy: Carbohydrate-Active EnZymes database,http://www.cazy.org/,yes,not_applicable,2016,not_applicable,2009,2364
1725,MBDC0074,GOBASE,http://gobase.bcm.umontreal.ca/,yes,not_applicable,2010,not_applicable,2009,43
1726,MBDC0048,TransTerm,http://mRNA.otago.ac.nz/Transterm.html,yes,not_applicable,unknown,not_applicable,2009,44
1727,MBDC1221,PMAP: Proteolysis MAP ,http://www.proteolysis.org,no,unrelated site redirect,not_applicable,not_applicable,2009,27
1728,NAR9241,PseudoBase++,http://pseudobaseplusplus.utep.edu,yes,not_applicable,unknown,"Disambiguation; Based on PseduoBase, but different",2009,26
1729,MBDC1228,G2Cdb: Genes to Cognition,http://www.genes2cognition.org,yes,not_applicable,2016,not_applicable,2009,33
1730,MBDC0761,VIPERdb,http://viperdb.scripps.edu,yes,not_applicable,unknown,not_applicable,2009,165
1731,MBDC1139,SMD: Stanford Microarray Database,http://smd.stanford.edu/,no,can't be reached,not_applicable,not_applicable,2009,75
1732,MBDC1286,HGPD: Human Gene and Protein Database,http://www.HGPD.jp,yes,not_applicable,2016,not_applicable,2009,22
1733,MBDC1256,MDPD: Mutation Database for Parkinson's Disease,http://datam.i2r.a-star.edu.sg/mdpd/,yes,not_applicable,unknown,not_applicable,2009,8
1734,MBDC1200,PhyloPat,http://www.cmbi.ru.nl/phylopat,yes,not_applicable,unknown,"Charming; Honest; Why? Because we want to see where in the evolution some phylogenetic lineages were started, and over which species they were contained. This could give some interesting results.",2009,6
1735,NAR9318,VirusMINT,http://mint.bio.uniroma2.it/virusmint/,no,not found,not_applicable,not_applicable,2009,107
1736,MBDC1190,Ovarian Cancer Genetics Database,http://apps.sanbi.ac.za/ddoc/,no,not found,not_applicable,not_applicable,2009,25
1737,NAR9206,OperonDB,http://operondb.cbcb.umd.edu,yes,not_applicable,2010,not_applicable,2009,46
1738,MBDC0672,GabiPD: GABI Primary Database,http://www.gabipd.org/,yes,not_applicable,2013,not_applicable,2009,30
1739,MBDC0001,DDBJ: DNA Data Bank of Japan,http://www.ddbj.nig.ac.jp,yes,not_applicable,2016,not_applicable,2009,13
1740,MBDC1215,CC+: Coiled Coils,http://coiledcoils.chm.bris.ac.uk/ccplus,yes,not_applicable,unknown,not_applicable,2009,72
1741,MBDC1234,miR2Disease,http://www.miR2Disease.org,yes,not_applicable,2008,not_applicable,2009,444
1742,MBDC1209,UniPROBE: Universal PBM Resource for Oligonucleotide Binding Evaluation,http://thebrain.bwh.harvard.edu/uniprobe/,yes,not_applicable,2016,not_applicable,2009,200
1743,MBDC0790,TCDB: Transporter Classification Database,http://www.tcdb.org,yes,not_applicable,unknown,not_applicable,2009,267
1745,NAR9268,SDR: Specificity Determining Residue Database,http://paradox.harvard.edu/sdr,no,can't be reached,not_applicable,not_applicable,2009,13
1746,MBDC0093,RGD: Rat Genome Database,http://rgd.mcw.edu,yes,not_applicable,2017,not_applicable,2009,51
1747,MBDC1223,tRNADB-CE: tRNA gene DataBase Curated by Experts,http://trna.nagahama-i-bio.ac.jp,yes,not_applicable,2016,not_applicable,2009,16
1748,MBDC1198,RiceGeneThresher,http://rice.kps.ku.ac.th,yes,not_applicable,unknown,Interface; V2 not available but V1 is and check out the little threasher annomation,2009,8
1749,MBDC1171,Deja vu,http://spore.swmed.edu/dejavu,no,can't be reached,not_applicable,Naming; neat name,2009,36
1750,MBDC0446,dictyBase,http://dictybase.org,yes,not_applicable,2016,not_applicable,2009,41
1751,MBDC1291,SpBase,http://spbase.org/,yes,not_applicable,2017,not_applicable,2009,82
1752,MBDC1207,ARDB: Antibiotic Resistance Genes Database,http://ardb.cbcb.umd.edu/,yes,not_applicable,2009,"Funding; Service Status; ARDB is not being maintained at the moment, though we hope to secure funding to further improve it.",2009,267
1753,MBDC1187,Degradome database,http://degradome.uniovi.es,yes,not_applicable,2016,not_applicable,2009,82
1754,MBDC1266,EVOG: Evolutionary Visualizer for Overlapping Genes,http://neobio.cs.pusan.ac.kr/evog/,yes,not_applicable,unknown,not_applicable,2009,10
1755,MBDC1031,VectorBase,http://www.vectorbase.org,yes,not_applicable,2016,not_applicable,2009,162
1756,MBDC1188,CTD: Comparative Toxicogenomics Database,http://ctd.mdibl.org,yes,not_applicable,2016,not_applicable,2009,109
1757,MBDC0285,SUPERFAMILY,http://supfam.org/,yes,not_applicable,unknown,not_applicable,2009,182
1758,MBDC0071,FlyBase,http://flybase.org,yes,not_applicable,2016,not_applicable,2009,528
1759,NAR9245,PTM-Switchboard,http://cagr.pcbi.upenn.edu/PTMswitchboard,no,can't be reached,not_applicable,not_applicable,2009,10
1760,MBDC1261,VirHostNet,http://pbildb1.univ-lyon1.fr/virhostnet,no,can't be reached,not_applicable,not_applicable,2009,92
1761,MBDC1269,ConSurf-DB,http://consurfdb.tau.ac.il/,yes,not_applicable,2013,not_applicable,2009,88
1762,MBDC0043,rrnDB,http://ribosome.mmg.msu.edu/rrndb/index.php,no,can't be reached,not_applicable,not_applicable,2009,226
1763,MBDC1185,HuRef Genome Browser ,http://huref.jcvi.org,no,can't be reached,not_applicable,not_applicable,2009,8
1764,MBDC0338,EMBL-EBI ArrayExpress,http://www.ebi.ac.uk/arrayexpress,yes,not_applicable,2016,not_applicable,2009,310
1765,MBDC1027,fRNAdb: functional RNA database,http://www.ncrna.org/,yes,not_applicable,unknown,not_applicable,2009,85
1766,MBDC1230,UCbase & miRfunc,http://microrna.osu.edu/.UCbase4,no,can't be reached,not_applicable,Naming; does contain the &,2009,26
1767,MBDC1257,SysZNF,http://epgd.biosino.org/SysZNF,no,not found,not_applicable,not_applicable,2009,25
1768,MBDC1202,AutoSNPdb,http://autosnpdb.qfab.org.au/,no,can't be reached,not_applicable,not_applicable,2009,51
1769,NAR9082,ExDom,http://66.170.16.154/ExDom/,no,not found,not_applicable,not_applicable,2009,7
1770,MBDC1282,Bionemo,http://bionemo.bioinfo.cnio.es,no,related generic government site redirect,not_applicable,not_applicable,2009,12
1771,MBDC1258,PAZAR database,http://www.pazar.info,yes,not_applicable,unknown,"Service Status; PLEASE NOTE that PAZAR is no longer being actively maintained although it will remain online and fully functional until 2018-12-01 after which time it will be retired. No data belonging to you will be deleted without permission, and if required, arrangements can be made to provide your data to you in an archived format.",2009,50
1772,MBDC1218,PeroxiBase,http://peroxibase.isb-sib.ch/peroxiscan.php,no,can't be reached,not_applicable,not_applicable,2009,48
1773,MBDC1237,MiMI: Michigan Molecular Interactions,http://mimi.ncibi.org,no,service unavailable,not_applicable,not_applicable,2009,71
1774,MBDC0950,MAPU: MAx-Planck Unified proteome database,http://www.mapuproteome.com,yes,not_applicable,unknown,not_applicable,2009,14
1775,MBDC1205,PPDB: Plant Proteomics Database at Cornell,http://ppdb.tc.cornell.edu,yes,not_applicable,2014,not_applicable,2009,196
1776,MBDC1189,ExplorEnz,http://www.enzyme-database.org,yes,not_applicable,2016,not_applicable,2009,49
1777,MBDC0108,EcoCyc,http://EcoCyc.org/,yes,not_applicable,2016,not_applicable,2009,263
1778,MBDC1287,AHD: Arabidopsis Hormone Database,http://ahd.cbi.pku.edu.cn,yes,not_applicable,2010,not_applicable,2009,30
1779,MBDC1275,SysPIMP: Systematical Platform for Identifying Mutated Proteins,http://pimp.starflr.info/,no,can't be reached,not_applicable,not_applicable,2009,17
1780,MBDC1279,sRNAMap: Small non-coding RNAs ,http://sRNAMap.mbc.nctu.edu.tw/,yes,not_applicable,unknown,not_applicable,2009,45
1781,MBDC1270,metaTIGER,http://www.bioinformatics.leeds.ac.uk/metatiger,yes,not_applicable,unknown,not_applicable,2009,26
1782,MBDC0138,KDBI: Kinetic Data of Biomolecular Interactions,http://bidd.nus.edu.sg/group/kdbi/kdbi.asp,yes,not_applicable,unknown,not_applicable,2009,11
1783,MBDC1225,SuperScent,http://bioinformatics.charite.de/supersent,no,not found,not_applicable,not_applicable,2009,42
1784,MBDC0318,Uniprot: Universal Protein Resource,www.uniprot.org,yes,not_applicable,2017,not_applicable,2009,402
1786,MBDC1242,CLDB: Cell Line Data Base,http://bioinformatics.istge.it/hypercldb/,no,can't be reached,not_applicable,not_applicable,2009,56
1787,MBDC1232,miROrtho,http://cegg.unige.ch/mirortho,yes,not_applicable,unknown,not_applicable,2009,41
1788,MBDC1212,TMFunction,http://tmbeta-genome.cbrc.jp/TMFunction/,no,can't be reached,not_applicable,not_applicable,2009,18
1789,NAR9199,Nematode.net,http://nematode.net,yes,not_applicable,unknown,not_applicable,2009,27
1790,MBDC0662,Diatom EST: Expressed Sequence Tag Database,http://www.biologie.ens.fr/diatomics/EST3,yes,not_applicable,unknown,not_applicable,2009,40
1791,MBDC0995,MPD: Mouse Phenome Database,http://www.jax.org/phenome,yes,not_applicable,2017,not_applicable,2009,64
1792,MBDC0143,OMIM: Online Mendelian Inheritance in Man,http://www.ncbi.nlm.nih.gov/omim,yes,not_applicable,2017,Funding; pop-up asking for support …at the request of NIH ,2009,374
1793,MBDC0848,OryGenesDB,http://orygenesdb.cirad.fr/index.html,yes,not_applicable,2011,not_applicable,2009,26
1794,MBDC0445,DEG: Database of Essential Genes,http://tubic.tju.edu.cn/deg,yes,not_applicable,2016,Other; alt good http://www.essentialgene.org,2009,230
1795,MBDC1245,P3DB: Plant Protein Phosphorylation DataBase,http://www.p3db.org/,yes,not_applicable,unknown,not_applicable,2009,73
1796,MBDC1213,CTdatabase: Cancer-Testis Database,http://www.cta.lncc.br/,yes,not_applicable,unknown,Indexing - link error; bizarre wc3 link in scopus abstract,2009,103
1797,MBDC1217,CPDB: Circular Permutation Database,http://sarst.life.nthu.edu.tw/cpdb,yes,not_applicable,unknown,not_applicable,2009,32
1798,MBDC1204,PID: Pathway Interaction Database ,http://pid.nci.nih.gov,yes,not_applicable,2016,Access - Transfer/Redirect; Honest; Service Status; Retirement Notification; GitHub,2009,521
1799,MBDC0354,PEDANT,http://pedant.gsf.de,no,can't be reached,not_applicable,not_applicable,2009,60
1800,MBDC0490,GtRNAdb: Genomic tRNA Database,http://gtrnadb.ucsc.edu,yes,not_applicable,unknown,not_applicable,2009,324
1801,MBDC1267,CentrosomeDB,http://centrosome.dacya.ucm.es,no,can't be reached,not_applicable,not_applicable,2009,39
1802,MBDC0356,RTPrimerDB,http://www.rtprimerdb.org,yes,not_applicable,2006,not_applicable,2009,83
1803,MBDC1274,AutDB,http://www.mindspec.org/autdb.html,yes,not_applicable,2013,not_applicable,2009,127
1804,MBDC1264,DIANA-TarBase,http://microrna.gr/tarbase,yes,not_applicable,unknown,not_applicable,2009,270
1805,MBDC0500,HPRD: Human Protein Reference Database,http://www.hprd.org/,yes,not_applicable,2010,not_applicable,2009,1384
1806,MBDC1197,GiardiaDB,http://GiardiaDB.org,yes,not_applicable,2016,not_applicable,2009,48
1806,NAR9302,TrichDB,http://TrichDB.org,yes,not_applicable,2016,not_applicable,2009,48
1807,MBDC1186,OKCAM: Ontology-based Knowledgebase for Cell Adhesion Molecules,http://okcam.cbi.pku.edu.cn,yes,not_applicable,unknown,not_applicable,2009,11
1808,MBDC1277,SuperToxic,http://bioinformatics.charite.de/supertoxic,yes,not_applicable,unknown,not_applicable,2009,32
1809,MBDC1194,BodyParts3D,http://lifesciencedb.jp/ag/bp3d/,no,not found,not_applicable,not_applicable,2009,25
1810,MBDC1195,NRED: Noncoding RNA Expression Database ,http://jsm-research.imb.uq.edu.au/NRED,no,not found,not_applicable,not_applicable,2009,128
1811,MBDC1229,Human Proteinpedia,http://www.humanproteinpedia.org/,yes,not_applicable,unknown,not_applicable,2009,54
1812,MBDC1255,Voronoia,http://bioinformatics.charite.de/voronoia,yes,not_applicable,unknown,not_applicable,2009,44
1813,MBDC0243,RDP: Ribosomal Database Project,http://rdp.cme.msu.edu/,yes,not_applicable,2016,Naming; on changing host institutions it became RPD II but data carried over…,2009,2421
1814,MBDC0585,SMR: SWISS-MODEL Repository,http://swissmodel.expasy.org/repository/,yes,not_applicable,2017,not_applicable,2009,1077
1815,MBDC1517,Selectome,http://bioinfo.unil.ch/selectome/,yes,not_applicable,2017,not_applicable,2009,24
1816,MBDC1238,DNAReplication,http://www.dnareplication.net,yes,not_applicable,2009,not_applicable,2009,6
1817,MBDC1737,IUPHAR/BPS Guide to PHARMACOLOGY,http://www.iuphar-db.org,yes,not_applicable,2017,Provenance ; All data from IUPHAR-DB are now available along with an expanded range of targets through the IUPHAR/BPS Guide to PHARMACOLOGY.,2009,135
1818,MBDC0389,EMBL-EBI GOA: Gene Ontology Annotation Database,http://www.ebi.ac.uk/goa,yes,not_applicable,2016,not_applicable,2009,355
1819,MBDC0278,EMBL-EBI PDBsum,http://www.ebi.ac.uk/pdbsum,yes,not_applicable,2017,not_applicable,2009,276
1820,MBDC1233,HIV-1-Human Interaction database,www.ncbi.nlm.nih.gov/RefSeq/HIVInteractions,yes,not_applicable,unknown,Naming; had a comma in the name?,2009,151
1821,MBDC1222,ATGC: Alignable Tight Genomic Clusters,http://atgc.lbl.gov,yes,not_applicable,2007,not_applicable,2009,28
1822,MBDC0960,UniHI: Unified Human Interactome,http://www.unihi.org,yes,not_applicable,2014,not_applicable,2009,44
1823,MBDC1280,EcID: Escherichia coli Interaction Database,http://ecid.bioinfo.cnio.es,no,service unavailable,not_applicable,not_applicable,2009,17
1824,MBDC1196,SuperSite,http://bioinformatics.charite.de/supersite,yes,not_applicable,unknown,not_applicable,2009,20
1825,NAR9242,PSF: Protein Segment Finder,http://ari.stanford.edu/psf,no,can't be reached,not_applicable,not_applicable,2009,9
1826,MBDC1253,OligoArrayDb,http://berry.engin.umich.edu/oligoarraydb,yes,not_applicable,unknown,not_applicable,2009,7
1827,MBDC1249,SNPLogic,http://www.snplogic.org,yes,not_applicable,unknown,Licensing; reg required - check out the legalize - massive amounts on homepage,2009,22
1828,NAR9161,MBDC: Molecular Biology Database Collection,http://nar.oxfordjournals.org/,yes,not_applicable,2017,not_applicable,2009,63
1829,MBDC1236,FlyEx,http://urchin.spbcas.ru/flyex,yes,not_applicable,unknown,not_applicable,2009,62
1830,MBDC0733,PGD: Pseudomonas Genome Database,http://www.pseudomonas.com,yes,not_applicable,2017,not_applicable,2009,156
1831,MBDC1271,"MoKCa: Mutations, Oncogenes, Knowledge & Cancer",http://strubiol.icr.ac.uk/extra/mokca,yes,not_applicable,unknown,not_applicable,2009,25
1832,MBDC1191,DiProDB: DInucleotide PROperty DataBase,http://diprodb.fli-leibniz.de,yes,not_applicable,unknown,not_applicable,2009,26
1833,MBDC1214,Strepto-DB,http://oger.tu-bs.de/strepto_db,yes,not_applicable,unknown,not_applicable,2009,5
1834,MBDC0207,EMBL-EBI InterPro,http://www.ebi.ac.uk/interpro/,yes,not_applicable,2016,not_applicable,2009,890
1835,MBDC0131,GWAS Centeral ,http://www.hgvbaseg2p.org,yes,not_applicable,2016,"Access - Transfer/Redirect; redirect that says ""is now named GWAS Centeral""",2009,49
1836,MBDC0316,UCSC Genome Browser Database,http://genome.ucsc.edu,yes,not_applicable,2017,not_applicable,2009,266
1837,MBDC1073,FLYSNPdb,http://flysnp.imp.ac.at/flysnpdb.php,yes,not_applicable,unknown,not_applicable,2009,10
1838,MBDC1284,AS-ALPS: Alternative Splicing-induced Alteration of Protein Structure,http://as-alps.nagahama-i-bio.ac.jp,yes,not_applicable,unknown,Other; alt good http://genomenetwork.nig.ac.jp/as-alps/,2009,18
1839,MBDC1289,Aspergillus Genomes and Cloud,http://www.aspergillus-genomes.org.uk,yes,not_applicable,2014,not_applicable,2009,12
1840,MBDC1250,DOOR: Database for prOkaryotic OpeRons,http://csbl1.bmb.uga.edu/OperonDB,no,can't be reached,not_applicable,not_applicable,2009,179
1841,MBDC1224,MachiBase,http://machibase.gi.k.u-tokyo.ac.jp,yes,not_applicable,unknown,not_applicable,2009,17
1842,MBDC0382,Rfam,http://rfam.sanger.ac.uk/,no,discontinued notice,not_applicable,not_applicable,2009,444
1843,MBDC1262,VarySysDB,http://h-invitational.jp/varygene/,yes,not_applicable,unknown,Other; also hosts H-InvDB … integrative V gene database,2009,13
1844,MBDC1192,JAIL: Just Another Interface Library,http://bioinformatics.charite.de/jail,yes,not_applicable,2009,not_applicable,2009,4
1845,MBDC0027,Ensembl,http://www.ensembl.org/,yes,not_applicable,2016,not_applicable,2009,614
1846,MBDC1246,NCBI Protein Clusters Database,http://www.ncbi.nlm.nih.gov/sites/entrez?db=proteincluster,no,not found,not_applicable,not_applicable,2009,117
1847,MBDC1206,PhytAMP,http://phytamp.pfba-lab.org,no,can't be reached,not_applicable,not_applicable,2009,102
1848,MBDC1239,MMsINC,http://mms.dsfarm.unipd.it/MMsINC/search,yes,not_applicable,unknown,not_applicable,2009,42
1849,MBDC0258,"CATH: Class, Architecture, Topology, Homology",http://www.cathdb.info,yes,not_applicable,2016,not_applicable,2009,135
1850,MBDC0934,ATTED-II: Arabidopsis thaliana trans-factor and cis-element prediction database,http://atted.jp,yes,not_applicable,2015,not_applicable,2009,246
1851,MBDC1285,PIPs: Protein-protein Interaction Prediction,http://www.compbio.dundee.ac.uk/www-pips,yes,not_applicable,unknown,not_applicable,2009,99
1852,MBDC0991,HMDB: Human Metabolome Database,http://www.hmdb.ca,yes,not_applicable,unknown,not_applicable,2009,842
1853,MBDC1220,RAPID: Resource of Asian Primary Immunodeficiency Diseases,http://rapid.rcai.riken.jp/,no,related generic reseach institution site redirect,not_applicable,not_applicable,2009,25
1854,MBDC1184,YH database,http://yh.genomics.org,no,can't be reached,not_applicable,not_applicable,2009,27
1855,MBDC1260,PSI KB: Protein Structure Initiative Knowledgebase,http://kb.psi-structuralgenomics.org,yes,not_applicable,2017,not_applicable,2009,58
1856,MBDC0087,MGD: Mouse Genome Database,http://www.informatics.jax.org/,yes,not_applicable,2016,not_applicable,2009,74
1857,MBDC0603,NCBI GEO: Gene Expression Omnibus,http://www.ncbi.nlm.nih.gov/geo,yes,not_applicable,unknown,not_applicable,2009,613
1858,MBDC1273,Kinomer,http://www.compbio.dundee.ac.uk/kinomer/,yes,not_applicable,unknown,not_applicable,2009,38
1859,MBDC1210,HAMAP: High-quality Automated and Manual Annotation of microbial Proteomes,http://www.expasy.org/sprot/hamap,yes,not_applicable,2016,not_applicable,2009,84
1860,MBDC0633,3did: 3D Interacting Domains,http://3did.irbbarcelona.org,yes,not_applicable,2016,not_applicable,2009,53
1861,MBDC0091,PlasmoDB,http://PlasmoDB.org,yes,not_applicable,2017,not_applicable,2009,356
1862,MBDC1226,KineticDB,http://kineticdb.protres.ru/db/index.pl,yes,not_applicable,unknown,not_applicable,2009,47
1863,MBDC0072,DB-AT: Database of Apicomplexan Transcriptomes,http://fullmal.hgc.jp/,yes,not_applicable,2014,not_applicable,2009,13
1864,MBDC1283,MnM: Minimotif Miner,http://sms.engr.uconn.edu,no,can't be reached,not_applicable,not_applicable,2009,48
1865,MBDC0331,MODBASE,http://salilab.org/modbase,yes,not_applicable,2013,not_applicable,2009,121
1866,MBDC1281,BloodExpress,http://hscl.cimr.cam.ac.uk/bloodexpress,yes,not_applicable,unknown,not_applicable,2009,25
1867,MBDC1208,PiSite,http://pisite.hgc.jp,yes,not_applicable,unknown,not_applicable,2009,28
1868,MBDC1162,siRecords,http://siRecords.umn.edu/siRecords,no,can't be reached,not_applicable,not_applicable,2009,16
1869,MBDC0566,PRODORIC,http://www.prodoric.de,yes,not_applicable,2008,not_applicable,2009,34
1870,MBDC0408,APD: Antimicrobial Peptide Database,http://aps.unmc.edu/AP/main.html,yes,not_applicable,2016,not_applicable,2009,480
1871,MBDC0432,CleanEx,http://www.cleanex.isb-sib.ch,no,can't be reached,not_applicable,not_applicable,2009,7
1872,MBDC1231,SPROUTS: Structural Prediction for pRotein fOlding UTility System,http://bioinformatics.eas.asu.edu/sprouts.html,no,can't be reached,not_applicable,not_applicable,2009,17
1873,MBDC0765,AthaMap,http://www.athamap.de/,yes,not_applicable,2016,not_applicable,2009,36
1874,MBDC1263,PIG: Pathogen Interaction Gateway,http://pig.vbi.vt.edu,no,not found,not_applicable,not_applicable,2009,41
1875,MBDC1227,ConsensusPathDB,http://cpdb.molgen.mpg.de,yes,not_applicable,2017,not_applicable,2009,119
1876,MBDC1252,RsiteDB,http://bioinfo3d.cs.tau.ac.il/RsiteDB,yes,not_applicable,unknown,not_applicable,2009,13
1877,MBDC0421,BRENDA: BRaunschweig ENzyme Database,http://www.brenda-enzymes.org,yes,not_applicable,2016,DB Content; also AMENDA; FRENDA but counting only Brenda with single URL,2009,252
1878,MBDC0391,NCBI Reference Sequences: RefSeq,http://www.ncbi.nlm.nih.gov/RefSeq/,yes,not_applicable,2017,not_applicable,2009,492
1879,MBDC0218,SMART: Simple Modular Architecture Research Tool,http://smart.embl.de/,yes,not_applicable,unknown,not_applicable,2009,669
1880,MBDC1193,ZiFDB: Zinc Finger Database,http://bindr.gdcb.iastate.edu/ZiFDB,no,not found,not_applicable,not_applicable,2009,55
1881,MBDC0483,Genolevures,http://genolevures.org/,no,can't be reached,not_applicable,not_applicable,2009,83
1882,MBDC1268,ERGR: Ethanol-Related Gene Resource,http://bioinfo.vipbg.vcu.edu/ERGR/,no,can't be reached,not_applicable,not_applicable,2009,26
1883,MBDC1276,Sys-BodyFluid,http://www.biosino.org/bodyfluid,no,not found,not_applicable,not_applicable,2009,55
1884,MBDC1251,Pseudofam,http://pseudofam.pseudogene.org,yes,not_applicable,2010,not_applicable,2009,18
1885,MBDC0002,EMBL-EBI ENA: European Nucleotide Archive,http://www.ebi.ac.uk/embl,yes,not_applicable,2017,not_applicable,2009,63
1886,MBDC1244,INTERFEROME,http://www.interferome.org,yes,not_applicable,unknown,not_applicable,2009,116
1887,MBDC0251,tRNAdb,http://trnadb.bioinf.uni-leipzig.de,yes,not_applicable,unknown,not_applicable,2009,304
1888,MBDC0204,NCBI CDD: Conserved Domain Database,https://www.ncbi.nlm.nih.gov/Structure/cdd/cdd.shtml,yes,not_applicable,unknown,not_applicable,2009,778
1889,NAR9161,MBDC: Molecular Biology Database Collection,http://www.oxfordjournals.org/nar/database/a/,yes,not_applicable,unknown,not_applicable,2010,67
1890,MBDC0516,JASPAR,http://jaspar.genereg.net,yes,not_applicable,2016,not_applicable,2010,371
1891,MBDC1342,RegPrecise,http://regprecise.lbl.gov,no,service unavailable,not_applicable,not_applicable,2010,108
1892,MBDC1343,TransmiR,http://cmbi.bjmu.edu.cn/transmir,yes,not_applicable,2013,not_applicable,2010,169
1893,MBDC1344,deepBase,http://deepbase.sysu.edu.cn/,no,can't be reached,not_applicable,not_applicable,2010,84
1894,MBDC0831,IRESite: Internal Ribosome Entry Site,http://www.iresite.org,yes,not_applicable,2015,"Disambiguation; IRESdb and IRESite are different ""However, the databases do not overlap to any considerable degree.""",2010,50
1895,MBDC0994,DIANA-miRGen,http://www.microrna.gr/mirgen/,yes,not_applicable,unknown,not_applicable,2010,84
1896,MBDC0318,Uniprot: Universal Protein Resource,http://www.uniprot.org,yes,not_applicable,2017,not_applicable,2010,727
1897,MBDC1345,HHMD: Human Histone Modification Database,http://bioinfo.hrbmu.edu.cn/hhmd,yes,not_applicable,2009,not_applicable,2010,33
1898,MBDC1022,MiCroKit,http://microkit.biocuckoo.org,yes,not_applicable,2014,not_applicable,2010,18
1899,MBDC0215,PROSITE,http://www.expasy.org/prosite/,yes,not_applicable,2017,not_applicable,2010,414
1900,MBDC0187,ELM: Eukaryotic Linear Motif,http://elm.eu.org/,yes,not_applicable,2016,not_applicable,2010,162
1902,MBDC1346,MeMotif,http://projects.biotec.tu-dresden.de/memotif,yes,not_applicable,2011,not_applicable,2010,14
1903,MBDC1068,eggNOG: evolutionary genealogy of genes: Non-supervised Orthologous Groups,http://eggnog.embl.de,yes,not_applicable,2015,not_applicable,2010,129
1904,MBDC0690,InParanoid,http://InParanoid.sbc.su.se,yes,not_applicable,2013,not_applicable,2010,335
1905,MBDC0552,PANTHER,http://www.pantherdb.org,yes,not_applicable,2016,not_applicable,2010,252
1906,MBDC0210,Pfam,http://pfam.sanger.ac.uk/,yes,not_applicable,2016,Other; alt fail ; http://pfam.janelia.org/; http://pfam.sbc.su.se/,2010,1980
1907,MBDC0867,SIMAP: SImilarity MAtrix of Proteins,http://mips.gsf.de/simap/,yes,not_applicable,2015,not_applicable,2010,29
1908,MBDC0177,MEROPS,http://merops.sanger.ac.uk,yes,not_applicable,2017,not_applicable,2010,493
1909,MBDC0224,REBASE: Restriction Enzymes and methylases dataBASE,http://rebase.neb.com,yes,not_applicable,2017,not_applicable,2010,282
1910,MBDC1348,SuperCYP,http://bioinformatics.charite.de/supercyp,yes,not_applicable,unknown,Service Status; please used our updated enhanced website TRANSFORMER as this one is out dated…,2010,93
1911,MBDC1075,FunSimMat: Functional Similarity Matrix,http://www.funsimmat.de,yes,not_applicable,2012,not_applicable,2010,18
1912,MBDC0646,EMBL-EBI ChEBI: Chemical Entities of Biological Interest,http://www.ebi.ac.uk/chebi/,yes,not_applicable,2016,not_applicable,2010,188
1913,NAR9197,NCBI PubChem BioAssay,http://pubchem.ncbi.nlm.nih.gov,yes,not_applicable,unknown,not_applicable,2010,177
1914,NAR9189,NBRP: National BioResource Project,http://www.nbrp.jp,yes,not_applicable,2017,not_applicable,2010,19
1915,MBDC1350,3DNALandscapes,http://3DNAscapes.rutgers.edu,yes,not_applicable,2009,not_applicable,2010,8
1916,MBDC1090,ITS2: Internal Transcribed Spacer 2,http://its2.bioapps.biozentrum.uni-wuerzburg.de,yes,not_applicable,unknown,not_applicable,2010,125
1917,MBDC1349,NNDB: Nearest Neighbor Database,http://rna.urmc.rochester.edu/NNDB,yes,not_applicable,2011,not_applicable,2010,118
1918,MBDC1354,ComSin,http://antares.protres.ru/comsin/,yes,not_applicable,unknown,not_applicable,2010,16
1919,MBDC1353,fPOP: footprinting Pockets Of Proteins,http://pocket.uchicago.edu/fpop/,no,can't be reached,not_applicable,not_applicable,2010,15
1920,MBDC0472,Gene3D,http://gene3d.biochem.ucl.ac.uk/,yes,not_applicable,2016,not_applicable,2010,36
1921,MBDC0502,IMGT/3Dstructure-DB,http://www.imgt.org,yes,not_applicable,2016,Other; rolled in IMGT/DomainGapAlign,2010,94
1922,MBDC0456,PDBe: Protein Data Bank in Europe,http://www.ebi.ac.uk/pdbe,yes,not_applicable,2017,not_applicable,2010,58
1923,MBDC1177,PDBselect,http://bioinfo.tg.fh-giessen.de/pdbselect/,no,can't be reached,not_applicable,not_applicable,2010,66
1924,MBDC1351,PGD: Protein Geometry Database,http://pgd.science.oregonstate.edu/,no,service unavailable,not_applicable,"Access - Failure Notes; Service Status; The Protein Geometry Database is moving to a new home. We hope it will be back on line shortly. For more information, please contact Professor Karplus.",2010,13
1925,MBDC1352,PTGL: Protein Topology Graph Library,http://ptgl.zib.de,no,can't be reached,not_applicable,not_applicable,2010,6
